gene	set.1.n.umi	set.2.n.umi	set.1.tpm	set.2.tpm	higher.expr	log2.ratio	precision1	precision2	pct.1	pct.2	f.score	p.val	q.val
egl-21	2097	11445	5497.7168090543	854.70809996509	Set 1	2.68364194258159	0.159938287477501	0.840061712522499	0.542284219703575	0.0799011935042066	0.247021445591739	5.87328669611817e-192	2.73058887313694e-189
C33A12.4	463	165	1223.00451579538	6.62245594603806	Set 1	7.3259581083058	0.71841155234657	0.28158844765343	0.173496076721883	0.00190765016630796	0.279494382022472	2.65948446593254e-191	1.20302139206251e-188
B0294.1	453	76	1106.98895224069	3.45434762223283	Set 1	7.95721095670278	0.82312925170068	0.17687074829932	0.105492589363557	0.000635883388769321	0.187017001545595	1.38413465428259e-190	6.09638466019151e-188
col-107	23	96158	88.0498523027132	2035.89541753563	Set 2	4.51490642441075	0.00401848503114326	0.995981514968857	0.01743679163034	0.121233613774212	0.216156110323776	1.14958778805667e-188	4.93350020736012e-186
cut-2	10	73518	22.1827410192612	1528.01102385919	Set 2	6.04245998756397	0.00210470928702973	0.99789529071297	0.00697471665213601	0.0927656036000783	0.169750945422811	4.84283302001421e-188	2.02636240639944e-185
tnt-2	6	109806	26.3721421849704	1429.38805405891	Set 2	5.7065454794558	0.000477874414603842	0.999522125585396	0.004359197907585	0.255771864605752	0.407314365835135	1.77923700004495e-187	7.26319260237862e-185
pgal-1	1430	5213	3824.40872003576	408.178445808738	Set 1	3.22443465873338	0.192343897081895	0.807656102918105	0.534437663469921	0.0629524554881628	0.282879556991232	3.09584244915514e-181	1.23369321598832e-178
nphp-4	420	389	1151.38350714752	11.4489541598678	Set 1	6.53120009541192	0.4688995215311	0.5311004784689	0.170880557977332	0.00542946585795343	0.250479233226837	3.698676269137e-181	1.43964522596618e-178
F41F3.3	27	89649	74.0556929214902	1786.4851052374	Set 2	4.57301857192437	0.0032441200324412	0.996755879967559	0.010462074978204	0.0901731559381726	0.165384529122839	7.06816187626925e-178	2.68863239370724e-175
epi-1	14	91509	33.2048922289291	1396.84004650234	Set 2	5.35182033112544	0.000694866672457222	0.999305133327543	0.00697471665213601	0.281378399530425	0.439113757371043	1.16782163357218e-174	4.34351792913281e-172
ins-30	371	35	994.647307289473	1.64983761500689	Set 1	8.5521372873967	0.868613138686131	0.131386861313869	0.103748910200523	0.000440226961455684	0.185358255451713	1.99492131425005e-174	7.25847783404416e-172
T27C4.1	1910	12756	5232.08482201642	918.666126404474	Set 1	2.50820382139565	0.122463261021693	0.877536738978307	0.457715780296425	0.0920074349442379	0.193227824806772	8.03839072676877e-169	2.80288636654019e-166
dpy-4	16	75766	84.3951633489374	1773.59732443086	Set 2	4.37638032858382	0.002298190175237	0.997701809824763	0.00697471665213601	0.0849393465075328	0.15655074488945	7.96685606361863e-169	2.80288636654019e-166
F41C3.5	8	115417	30.3394059490561	1206.51395196932	Set 2	5.26672295535179	0.000699300699300699	0.999300699300699	0.00523103748910201	0.209694775973391	0.346648338319722	3.92561934410666e-165	1.34087940739414e-162
Y9C2UA.1	344	566	698.317385800936	9.00973410552787	Set 1	6.12440733488396	0.232371794871795	0.767628205128205	0.126416739319965	0.011714928585404	0.163749294184077	3.17515552386338e-164	1.06285156005803e-161
flp-6	753	957	1971.99792581893	71.374314383241	Set 1	4.76803644782019	0.364686468646865	0.635313531353135	0.192676547515257	0.00941596556446879	0.252139189960068	6.60002507616443e-164	2.16597293528949e-161
F58B4.3	499	302	1196.91089324096	14.4529369408578	Set 1	6.27529088266453	0.521551724137931	0.478448275862069	0.210985178727114	0.00542946585795343	0.300434512725016	8.96417268320758e-164	2.88525688843933e-161
far-2	15	98455	36.8178914219071	1228.64636516727	Set 2	5.02185699541047	0.00150570015057002	0.99849429984943	0.012205754141238	0.227059283897476	0.369983660781891	3.36833118541921e-159	1.06369356698795e-156
droe-4	344	71	934.782018115616	2.79264214927565	Set 1	7.94528291774185	0.731958762886598	0.268041237113402	0.123801220575414	0.00127176677753864	0.211782252050708	1.26243023291384e-157	3.9128323719035e-155
akt-1	457	6451	1165.27249867109	131.673423386486	Set 1	3.13471605837526	0.0528514727386672	0.947148527261333	0.220575414123801	0.110888280180004	0.0852713178294574	3.10408614017026e-153	9.4460163141872e-151
scd-2	475	217	1339.91480438893	15.9133138622943	Set 1	6.3078381048875	0.610021786492375	0.389978213507625	0.24411508282476	0.00437781256114263	0.348692403486924	4.04731270583273e-152	1.20964058495576e-149
dyf-2	334	310	920.32420714824	8.42657183662723	Set 1	6.60926516471225	0.486880466472303	0.513119533527697	0.145597210113339	0.00430444140090002	0.224161073825503	5.69605364301539e-151	1.67254122496752e-148
ZK180.5	6	60708	16.5331466167709	1027.2847781369	Set 2	5.87260742760201	0.000672268907563025	0.999327731092437	0.001743679163034	0.0727108198004304	0.135558443334929	1.04815729150808e-146	3.02465665309839e-144
tsp-6	334	57	901.139844933621	2.96463384862926	Set 1	7.82841956744367	0.821862348178138	0.178137651821862	0.176983435047951	0.001076110350225	0.291248206599713	1.33420143278277e-143	3.78483548821783e-141
F57C7.4	321	58	792.581201236559	2.17387072054593	Set 1	7.96417157415742	0.795698924731183	0.204301075268817	0.129032258064516	0.000929368029739777	0.22205551387847	6.36420108869518e-143	1.77529389369152e-140
crh-1	677	7085	1938.58539510137	265.88369833202	Set 1	2.86072119626886	0.0650116092159314	0.934988390784069	0.317349607672188	0.128032674623361	0.107915801956715	1.07529455705727e-141	2.95036147565042e-139
