Gene_name|Publication|Pub_number
WDR34|McClintock et al.|29
WDR34|Monika-Abedin-Sigg et al.|30
WDR34|Nogales-Cadenas R. et al.|46
WDR34|Ishikawa H. et al|48
WDR34|Marshall et al.|55
WDR35|Phirke et al.|3
WDR35|Alexander E. Ivliev et al|8
WDR35|Chen et al.|12
WDR35|Cilia Carta (TJP van Dam et al.)|13
WDR35|Dey G et al.|14
WDR35|GO CC Cilium|15
WDR35|Karsten Boldt et al.|16
WDR35|Lambacher N. et al.|17
WDR35|Li et al.|18
WDR35|Pazour et al.|21
WDR35|Semil P. Choksi et al.|23
WDR35|SYSCILIA Gold Standard (van Dam TJ et al.)|24
WDR35|David K. Breslow et al.|25
WDR35|David U. Mick et al.|26
WDR35|Liu et al.|28
WDR35|McClintock et al.|29
WDR35|Monika-Abedin-Sigg et al.|30
WDR35|Merchant et al.|35
WDR35|Nogales-Cadenas R. et al.|46
WDR35|Ishikawa H. et al|48
WDR35|Fritz-Laylin L.K. et Cande|49
WDR35|Marshall et al.|55
WDR35|Blacque et al._xbox|54
WDR37|Liu et al.|28
WDR37|Nogales-Cadenas R. et al.|46
WDR38|Ross et al.|22
WDR38|Semil P. Choksi et al.|23
WDR38|Monika-Abedin-Sigg et al.|30
WDR38|Ramona A. Hoh et al.|31
WDR38|Geremek M. et al. 2011|41
WDR38|Geremek M. et al. 2014|42
WDR38|Marshall et al.|55
WDR38|Stubbs J.L. et al.|52
WDR4|McClintock et al.|29
WDR41|Alexander E. Ivliev et al|8
WDR43|Efimenko et al.|2
WDR43|Phirke et al.|3
WDR43|Monika-Abedin-Sigg et al.|30
WDR45B|Alexander E. Ivliev et al|8
WDR45B|Lauwaet T. et al.|40
WDR46|Alexander E. Ivliev et al|8
WDR47|Alexander E. Ivliev et al|8
WDR47|Bayesian (TJP van Dam et al.)|11
WDR47|Cilia Carta (TJP van Dam et al.)|13
WDR47|Karsten Boldt et al.|16
WDR47|Liu et al.|28
WDR47|Marshall et al.|55
WDR48|Karsten Boldt et al.|16
WDR48|Ross et al.|22
WDR48|SYSCILIA Gold Standard (van Dam TJ et al.)|24
WDR48|Liu et al.|28
WDR48|McClintock et al.|29
WDR48|Kubo A. et al.|45
WDR48|Marshall et al.|55
WDR48|Blacque et al._xbox|54
WDR49|Alexander E. Ivliev et al|8
WDR49|Dey G et al.|14
WDR49|Ross et al.|22
WDR49|Monika-Abedin-Sigg et al.|30
WDR49|Ramona A. Hoh et al.|31
WDR49	|Stubbs J.L. et al.|52
WDR5|Laurençon et al.|7
WDR5|Karsten Boldt et al.|16
WDR5|Gabrielle Wheway|27
WDR5|Yano J. et al.|50
CFAP44|Dey G et al.|14
CFAP44|SYSCILIA Gold Standard (van Dam TJ et al.)|24
WDR53|McClintock et al.|29
WDR53|Yano J. et al.|50
WDR54|Efimenko et al.|2
WDR54|Phirke et al.|3
WDR54|Alexander E. Ivliev et al|8
WDR54|Chen et al.|12
WDR54|Lambacher N. et al.|17
WDR54|Ross et al.|22
WDR54|Geremek M. et al. 2011|41
WDR5B|Alexander E. Ivliev et al|8
WDR5B|Pazour et al.|21
WDR5B|Ross et al.|22
WDR5B|Gabrielle Wheway|27
WDR6|Liu et al.|28
WDR6|McClintock et al.|29
WDR6|Kubo A. et al.|45
WDR6|Arnaiz O. et al.|53
WDR60|Phirke et al.|3
WDR60|Alexander E. Ivliev et al|8
WDR60|Cilia Carta (TJP van Dam et al.)|13
WDR60|Dey G et al.|14
WDR60|GO CC Cilium|15
WDR60|Karsten Boldt et al.|16
WDR60|Lambacher N. et al.|17
WDR60|Pazour et al.|21
WDR60|SYSCILIA Gold Standard (van Dam TJ et al.)|24
WDR60|David K. Breslow et al.|25
WDR60|David U. Mick et al.|26
WDR60|Liu et al.|28
WDR60|McClintock et al.|29
WDR60|Monika-Abedin-Sigg et al.|30
WDR60|Geremek M. et al. 2011|41
WDR60|Jakobsen L. et al.|43
WDR60|Nogales-Cadenas R. et al.|46
WDR60|Ishikawa H. et al|48
WDR60|Marshall et al.|55
WDR60|Hodges ME. et al.|38
WDR60|Blacque et al._xbox|54
WDR61|Alexander E. Ivliev et al|8
WDR61|Andersen et al.|9
WDR61|Monika-Abedin-Sigg et al.|30
WDR61|Marshall et al.|55
WDR62|Karsten Boldt et al.|16
WDR63|Alexander E. Ivliev et al|8
WDR63|Baron DM et al.|10
WDR63|Baron DM et al.|10
WDR63|Bayesian (TJP van Dam et al.)|11
WDR63|Cilia Carta (TJP van Dam et al.)|13
WDR63|Dey G et al.|14
WDR63|Lambacher N. et al.|17
WDR63|Li et al.|18
WDR63|Pazour et al.|21
WDR63|Ross et al.|22
WDR63|Semil P. Choksi et al.|23
WDR63|SYSCILIA Gold Standard (van Dam TJ et al.)|24
WDR63|McClintock et al.|29
WDR63|Monika-Abedin-Sigg et al.|30
WDR63|Ramona A. Hoh et al.|31
WDR63|Broadhead et al.|32
WDR63|Geremek M. et al. 2014|42
WDR63|Marshall et al.|55
WDR63|Hodges ME. et al.|38
WDR63|Stubbs J.L. et al.|52
WDR63|Arnaiz O. et al.|53
WDR64|Dey G et al.|14
WDR64|Semil P. Choksi et al.|23
WDR64|Monika-Abedin-Sigg et al.|30
CFAP57|Dey G et al.|14
CFAP57|Semil P. Choksi et al.|23
CFAP57|SYSCILIA Gold Standard (van Dam TJ et al.)|24
CFAP251|Alexander E. Ivliev et al|8
CFAP251|Bayesian (TJP van Dam et al.)|11
CFAP251|Cilia Carta (TJP van Dam et al.)|13
CFAP251|Dey G et al.|14
CFAP251|Karsten Boldt et al.|16
CFAP251|Lambacher N. et al.|17
CFAP251|Li et al.|18
CFAP251|Pazour et al.|21
CFAP251|Ross et al.|22
CFAP251|Semil P. Choksi et al.|23
CFAP251|SYSCILIA Gold Standard (van Dam TJ et al.)|24
CFAP251|McClintock et al.|29
CFAP251|Monika-Abedin-Sigg et al.|30
CFAP251|Ramona A. Hoh et al.|31
CFAP251|Broadhead et al.|32
CFAP251|Merchant et al.|35
CFAP251|Geremek M. et al. 2014|42
CFAP251|Fritz-Laylin L.K. et Cande|49
CFAP251|Stubbs J.L. et al.|52
CFAP251|Arnaiz O. et al.|53
TBC1D31|Dey G et al.|14
TBC1D31|SYSCILIA Gold Standard (van Dam TJ et al.)|24
DAW1|Bayesian (TJP van Dam et al.)|11
DAW1|Cilia Carta (TJP van Dam et al.)|13
DAW1|Ramona A. Hoh et al.|31
DAW1|Stubbs J.L. et al.|52
WDR7|Lambacher N. et al.|17
WDR7|Liu et al.|28
WDR7|McClintock et al.|29
WDR7|Blacque et al._xbox|54
WDR70|Karsten Boldt et al.|16
WDR70|McClintock et al.|29
WDR70|Marshall et al.|55
WDR70|Blacque et al._xbox|54
WDR73|Alexander E. Ivliev et al|8
WDR73|Lambacher N. et al.|17
WDR73|Ross et al.|22
WDR73|Marshall et al.|55
WDR74|McClintock et al.|29
WDR76|Alexander E. Ivliev et al|8
WDR76|Marshall et al.|55
WDR77|Marshall et al.|55
WDR78|Alexander E. Ivliev et al|8
WDR78|Baron DM et al.|10
WDR78|Baron DM et al.|10
WDR78|Cilia Carta (TJP van Dam et al.)|13
WDR78|Dey G et al.|14
WDR78|Lambacher N. et al.|17
WDR78|Ross et al.|22
WDR78|Semil P. Choksi et al.|23
WDR78|SYSCILIA Gold Standard (van Dam TJ et al.)|24
WDR78|McClintock et al.|29
WDR78|Monika-Abedin-Sigg et al.|30
WDR78|Ramona A. Hoh et al.|31
WDR78|Broadhead et al.|32
WDR78|Boesger J et al.|37
WDR78|Geremek M. et al. 2011|41
WDR78|Geremek M. et al. 2014|42
WDR78|Fritz-Laylin L.K. et Cande|49
WDR78|Marshall et al.|55
WDR82|Gabrielle Wheway|27
WDR82|McClintock et al.|29
WDR82|Blacque et al._xbox|54
WDR83|Karsten Boldt et al.|16
WDR83|Nogales-Cadenas R. et al.|46
WDR83OS|Laurençon et al.|7
WDR86|Alexander E. Ivliev et al|8
WDR86|Pazour et al.|21
WDR86|Geremek M. et al. 2014|42
WDR87|Phirke et al.|3
WDR87|Fritz-Laylin L.K. et Cande|49
WDR87|Arnaiz O. et al.|53
WDR88|Pazour et al.|21
WDR89|Arnaiz O. et al.|53
WDR90|Kilburn et al.|1
WDR90|Alexander E. Ivliev et al|8
WDR90|Dey G et al.|14
WDR90|Lambacher N. et al.|17
WDR90|Li et al.|18
WDR90|Ramona A. Hoh et al.|31
WDR90|Nogales-Cadenas R. et al.|46
WDR90|Yano J. et al.|50
WDR90|Marshall et al.|55
WDR91|Alexander E. Ivliev et al|8
WDR92|Avidor-Reiss et al.|4
WDR92|Alexander E. Ivliev et al|8
WDR92|Dey G et al.|14
WDR92|Karsten Boldt et al.|16
WDR92|Li et al.|18
WDR92|Ross et al.|22
WDR92|Marshall et al.|55
WDR92|Arnaiz O. et al.|53
WDR93|Alexander E. Ivliev et al|8
WDR93|Pazour et al.|21
WDR93|Monika-Abedin-Sigg et al.|30
WDR93|Geremek M. et al. 2014|42
CFAP43|Bayesian (TJP van Dam et al.)|11
CFAP43|Cilia Carta (TJP van Dam et al.)|13
CFAP43|Dey G et al.|14
CFAP43|Lambacher N. et al.|17
CFAP43|Semil P. Choksi et al.|23
CFAP43|SYSCILIA Gold Standard (van Dam TJ et al.)|24
WDSUB1|Alexander E. Ivliev et al|8
WDTC1|Alexander E. Ivliev et al|8
WDTC1|Karsten Boldt et al.|16
WDTC1|Nogales-Cadenas R. et al.|46
NTAQ1|Lambacher N. et al.|17
WEE1|Bechstedt et al.|5
WEE1|Karsten Boldt et al.|16
WEE1|Gabrielle Wheway|27
WEE2|Nogales-Cadenas R. et al.|46
WFDC1|Gabrielle Wheway|27
WFDC2|Ross et al.|22
WFDC2|Geremek M. et al. 2014|42
WFDC3|Ramona A. Hoh et al.|31
WFDC6|Geremek M. et al. 2014|42
WFIKKN1|Efimenko et al.|2
WFIKKN1|Phirke et al.|3
WFS1|Liu et al.|28
WFS1|Geremek M. et al. 2014|42
WHAMMP3|Alexander E. Ivliev et al|8
WHRN|Alexander E. Ivliev et al|8
NSD2|Phirke et al.|3
NSD2|Avidor-Reiss et al.|4
WIF1|Alexander E. Ivliev et al|8
WIF1|Blacque et al._xbox|54
WIPF3|Broadhead et al.|32
WIZ|David U. Mick et al.|26
WLS|Gabrielle Wheway|27
WNK1|Karsten Boldt et al.|16
WNK1|McClintock et al.|29
WNK1|Broadhead et al.|32
WNK1|Geremek M. et al. 2014|42
WNT16|McClintock et al.|29
WNT2|Bechstedt et al.|5
WNT4|Phirke et al.|3
WNT4|Ross et al.|22
WNT5A|Gabrielle Wheway|27
WNT5B|Alexander E. Ivliev et al|8
WNT5B|McClintock et al.|29
WNT5B|Blacque et al._sage|56
WNT6|Bechstedt et al.|5
WNT6|Semil P. Choksi et al.|23
WNT7B|Gabrielle Wheway|27
WNT8B|Alexander E. Ivliev et al|8
WRAP53|Alexander E. Ivliev et al|8
WRAP53|Bayesian (TJP van Dam et al.)|11
WRAP53|Cilia Carta (TJP van Dam et al.)|13
WRAP53|Ross et al.|22
WRAP53|Geremek M. et al. 2011|41
WRAP53|Marshall et al.|55
WRAP73|Andersen et al.|9
WRAP73|Andersen et al.|9
WRAP73|Nogales-Cadenas R. et al.|46
GET1|Phirke et al.|3
GET1|Alexander E. Ivliev et al|8
GET1|Lambacher N. et al.|17
GET1|Geremek M. et al. 2011|41
GET1|Marshall et al.|55
WRN|Karsten Boldt et al.|16
WRNIP1|Pazour et al.|21
WSB1|Ross et al.|22
WSB1|Kubo A. et al.|45
WSCD2|Alexander E. Ivliev et al|8
WWC1|Broadhead et al.|32
WWC1|Geremek M. et al. 2014|42
WWC2|Alexander E. Ivliev et al|8
WWOX|Phirke et al.|3
WWOX|Lambacher N. et al.|17
WWOX|Monika-Abedin-Sigg et al.|30
WWP1|Monika-Abedin-Sigg et al.|30
WWP1|Yano J. et al.|50
WWTR1|Alexander E. Ivliev et al|8
WWTR1|Gabrielle Wheway|27
WWTR1|McClintock et al.|29
XAB2|Gabrielle Wheway|27
XAF1|Ross et al.|22
XAF1|Semil P. Choksi et al.|23
XBP1|Ross et al.|22
XBP1|McClintock et al.|29
XBP1|Geremek M. et al. 2011|41
XBP1|Blacque et al._sage|56
XDH|Ross et al.|22
XDH|Blacque et al._xbox|54
XG|Ross et al.|22
XIAP|Karsten Boldt et al.|16
XK|Alexander E. Ivliev et al|8
XK|Marshall et al.|55
XKR6|Phirke et al.|3
XPC|Marshall et al.|55
XPNPEP1|Monika-Abedin-Sigg et al.|30
XPNPEP1|Nogales-Cadenas R. et al.|46
XPNPEP1|Marshall et al.|55
XPNPEP3|Cilia Carta (TJP van Dam et al.)|13
XPNPEP3|Karsten Boldt et al.|16
XPNPEP3|SYSCILIA Gold Standard (van Dam TJ et al.)|24
XPNPEP3|Liu et al.|28
XPO1|Phirke et al.|3
XPO1|Alexander E. Ivliev et al|8
XPO1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
XPO1|Liu et al.|28
XPO1|McClintock et al.|29
XPO1|Nogales-Cadenas R. et al.|46
XPO4|Karsten Boldt et al.|16
XPO5|Karsten Boldt et al.|16
XPO5|Liu et al.|28
XPO5|Ishikawa H. et al|48
XPO6|Karsten Boldt et al.|16
XPO7|McClintock et al.|29
XPO7|Nogales-Cadenas R. et al.|46
XPO7|Ishikawa H. et al|48
XPO7|Blacque et al._xbox|54
XPO7|Arnaiz O. et al.|53
XPR1|Ross et al.|22
XPR1|Gabrielle Wheway|27
XRCC4|Alexander E. Ivliev et al|8
XRCC4|Karsten Boldt et al.|16
XRCC5|Andersen et al.|9
XRCC5|Andersen et al.|9
XRCC6|Andersen et al.|9
XRCC6|Andersen et al.|9
XRN2|Karsten Boldt et al.|16
XRN2|McClintock et al.|29
XRRA1|Alexander E. Ivliev et al|8
XRRA1|Dey G et al.|14
XRRA1|Monika-Abedin-Sigg et al.|30
XYLB|Gabrielle Wheway|27
XYLB|McClintock et al.|29
XYLB|Blacque et al._xbox|54
XYLT1|Gabrielle Wheway|27
XYLT1|Geremek M. et al. 2014|42
XYLT2|Karsten Boldt et al.|16
YAP1|Karsten Boldt et al.|16
YAP1|Pazour et al.|21
YAP1|Gabrielle Wheway|27
YARS1|Liu et al.|28
YARS1|Fritz-Laylin L.K. et Cande|49
YARS2|Phirke et al.|3
YARS2|Laurençon et al.|7
YARS2|McClintock et al.|29
YARS2|Blacque et al._xbox|54
YBX1|Andersen et al.|9
YBX1|Andersen et al.|9
YBX1|Gabrielle Wheway|27
YBX1|Liu et al.|28
YBX1|McClintock et al.|29
YBX3|Liu et al.|28
YBX3|McClintock et al.|29
YDJC|Gabrielle Wheway|27
YEATS2|Alexander E. Ivliev et al|8
YEATS2|Marshall et al.|55
YEATS4|Karsten Boldt et al.|16
YES1|Kilburn et al.|1
YIF1A|McClintock et al.|29
YIF1A|Nogales-Cadenas R. et al.|46
YIF1A|Blacque et al._xbox|54
YIF1B|Lambacher N. et al.|17
YIF1B|Marshall et al.|55
YIPF5|Laurençon et al.|7
YIPF6|Laurençon et al.|7
YIPF6|Alexander E. Ivliev et al|8
YIPF6|Ross et al.|22
YIPF6|McClintock et al.|29
YKT6|Liu et al.|28
YME1L1|Karsten Boldt et al.|16
YME1L1|Gabrielle Wheway|27
YME1L1|McClintock et al.|29
YPEL1|Alexander E. Ivliev et al|8
YPEL1|Ramona A. Hoh et al.|31
YPEL1|Nogales-Cadenas R. et al.|46
YPEL1|Marshall et al.|55
YPEL2|Efimenko et al.|2
YPEL2|McClintock et al.|29
YPEL2|Nogales-Cadenas R. et al.|46
YPEL2|Blacque et al._xbox|54
YPEL4|Nogales-Cadenas R. et al.|46
YPEL5|Karsten Boldt et al.|16
YPEL5|Nogales-Cadenas R. et al.|46
YRDC|McClintock et al.|29
YTHD3|David U. Mick et al.|26
YTHDF1|Liu et al.|28
YTHDF3|Liu et al.|28
YWHAB|Andersen et al.|9
YWHAB|Andersen et al.|9
YWHAB|Gabrielle Wheway|27
YWHAB|Liu et al.|28
YWHAB|Nogales-Cadenas R. et al.|46
YWHAE|Kilburn et al.|1
YWHAE|Hannah Müller et al.|6
YWHAE|Andersen et al.|9
YWHAE|Andersen et al.|9
YWHAE|Bayesian (TJP van Dam et al.)|11
YWHAE|Cilia Carta (TJP van Dam et al.)|13
YWHAE|Karsten Boldt et al.|16
YWHAE|Mayer et al. 2009|19
YWHAE|Pazour et al.|21
YWHAE|SYSCILIA Gold Standard (van Dam TJ et al.)|24
YWHAE|Liu et al.|28
YWHAE|McClintock et al.|29
YWHAE|Lauwaet T. et al.|40
YWHAE|Nogales-Cadenas R. et al.|46
YWHAE|Mayer et al. 2008|51
YWHAG|Andersen et al.|9
YWHAG|Andersen et al.|9
YWHAG|Liu et al.|28
YWHAG|Nogales-Cadenas R. et al.|46
YWHAH|Alexander E. Ivliev et al|8
YWHAH|Liu et al.|28
YWHAQ|Andersen et al.|9
YWHAQ|Andersen et al.|9
YWHAQ|Bayesian (TJP van Dam et al.)|11
YWHAQ|Cilia Carta (TJP van Dam et al.)|13
YWHAQ|Liu et al.|28
YWHAQ|Nogales-Cadenas R. et al.|46
YWHAQ|Mayer et al. 2008|51
YWHAZ|Andersen et al.|9
YWHAZ|Andersen et al.|9
YWHAZ|Liu et al.|28
YWHAZ|Mayer et al. 2008|51
YY1|Kilburn et al.|1
YY1|Gabrielle Wheway|27
Ywhae|Ostrowski et al.|20
ZADH2|Alexander E. Ivliev et al|8
ZADH2|David U. Mick et al.|26
ZAN|Kilburn et al.|1
ZAN|Efimenko et al.|2
ZAN|Phirke et al.|3
ZAN|Laurençon et al.|7
ZAP70|Andersen et al.|9
ZAP70|Andersen et al.|9
ZBBX|Alexander E. Ivliev et al|8
ZBBX|Bayesian (TJP van Dam et al.)|11
ZBBX|Cilia Carta (TJP van Dam et al.)|13
ZBBX|Lambacher N. et al.|17
ZBBX|Ross et al.|22
ZBBX|Semil P. Choksi et al.|23
ZBBX|Geremek M. et al. 2011|41
ZBED1|Ross et al.|22
ZBED2|Alexander E. Ivliev et al|8
ZBED2|Ross et al.|22
ZBED3|Lambacher N. et al.|17
ZBED4|Phirke et al.|3
ZBED5|McClintock et al.|29
ZBED8|Alexander E. Ivliev et al|8
ZBED8|Ross et al.|22
ZBED9|Alexander E. Ivliev et al|8
ZBTB1|Ross et al.|22
ZBTB10|Alexander E. Ivliev et al|8
ZBTB11|Hannah Müller et al.|6
ZBTB16|Phirke et al.|3
ZBTB16|Ross et al.|22
ZBTB18|Ross et al.|22
ZBTB20|Alexander E. Ivliev et al|8
ZBTB20|Ross et al.|22
ZBTB20|Geremek M. et al. 2014|42
ZBTB21|Karsten Boldt et al.|16
ZBTB22|Semil P. Choksi et al.|23
ZBTB25|Efimenko et al.|2
ZBTB26|Ross et al.|22
ZBTB3|Alexander E. Ivliev et al|8
ZBTB33|Nogales-Cadenas R. et al.|46
ZBTB38|Marshall et al.|55
ZBTB40|Phirke et al.|3
ZBTB40|Blacque et al._xbox|54
ZBTB43|Gabrielle Wheway|27
ZBTB44|Marshall et al.|55
ZBTB46|Ross et al.|22
ZBTB49|Broadhead et al.|32
ZBTB7A|Gabrielle Wheway|27
ZBTB7B|Gabrielle Wheway|27
ZBTB7C|Ross et al.|22
ZBTB8OS|Avidor-Reiss et al.|4
ZBTB8OS|McClintock et al.|29
ZBTB9|Efimenko et al.|2
ZC2HC1A|Alexander E. Ivliev et al|8
ZC2HC1A|Dey G et al.|14
ZC2HC1A|Ross et al.|22
ZC2HC1B|Dey G et al.|14
ZC2HC1C|Alexander E. Ivliev et al|8
ZC2HC1C|Dey G et al.|14
ZC2HC1C|Lambacher N. et al.|17
ZC2HC1C|Semil P. Choksi et al.|23
ZC2HC1C|Monika-Abedin-Sigg et al.|30
ZC3H10|Blacque et al._xbox|54
ZC3H12A|Laurençon et al.|7
ZC3H12B|Alexander E. Ivliev et al|8
ZC3H12B|Blacque et al._xbox|54
ZC3H12C|Efimenko et al.|2
ZC3H12C|Chen et al.|12
ZC3H14|Ross et al.|22
ZC3H15|Liu et al.|28
ZC3H4|McClintock et al.|29
ZC3H4|Blacque et al._xbox|54
ZC3H6|Alexander E. Ivliev et al|8
ZC3H6|Marshall et al.|55
ZC3H7B|Liu et al.|28
ZC3H8|Nogales-Cadenas R. et al.|46
ZC3HAV1|Alexander E. Ivliev et al|8
ZC3HAV1|Karsten Boldt et al.|16
ZC4H2|Alexander E. Ivliev et al|8
TUT4|Gabrielle Wheway|27
ZCCHC12|Nogales-Cadenas R. et al.|46
ZCCHC18|Gabrielle Wheway|27
ZCCHC24|Alexander E. Ivliev et al|8
ZCCHC4|Marshall et al.|55
TUT7|Efimenko et al.|2
TUT7|McClintock et al.|29
TUT7|Broadhead et al.|32
ZCCHC9|McClintock et al.|29
ZCCHC9|Blacque et al._xbox|54
ZCWPW1|Alexander E. Ivliev et al|8
ZCWPW1|Geremek M. et al. 2011|41
ZDHHC1|Alexander E. Ivliev et al|8
ZDHHC1|Gabrielle Wheway|27
ZDHHC11|Phirke et al.|3
ZDHHC11|Alexander E. Ivliev et al|8
ZDHHC13|Gabrielle Wheway|27
ZDHHC13|Fritz-Laylin L.K. et Cande|49
ZDHHC16|McClintock et al.|29
ZDHHC17|Pazour et al.|21
ZDHHC17|Liu et al.|28
ZDHHC2|Marshall et al.|55
ZDHHC2|Blacque et al._xbox|54
ZDHHC20|McClintock et al.|29
ZDHHC22|Gabrielle Wheway|27
ZDHHC23|Alexander E. Ivliev et al|8
ZDHHC23|Ross et al.|22
ZDHHC23|Geremek M. et al. 2014|42
ZDHHC24|Liu et al.|28
ZDHHC24|McClintock et al.|29
ZDHHC24|Jakobsen L. et al.|43
ZDHHC24|Nogales-Cadenas R. et al.|46
ZDHHC24|Marshall et al.|55
ZDHHC3|Ross et al.|22
ZDHHC3|Jakobsen L. et al.|43
ZDHHC4|Marshall et al.|55
ZDHHC5|Liu et al.|28
ZDHHC6|Kilburn et al.|1
ZDHHC6|Gabrielle Wheway|27
ZDHHC8|Avidor-Reiss et al.|4
ZDHHC8|Semil P. Choksi et al.|23
ZDHHC8|McClintock et al.|29
ZDHHC8P1|Pazour et al.|21
ZEB1-AS1|Alexander E. Ivliev et al|8
ZFAND1|Jakobsen L. et al.|43
ZFAND1|Nogales-Cadenas R. et al.|46
ZFAND2A|McClintock et al.|29
ZFAND2A|Blacque et al._sage|56
ZFAND2B|Gabrielle Wheway|27
ZFAND4|Alexander E. Ivliev et al|8
ZFAND4|Lambacher N. et al.|17
ZFAND4|Ramona A. Hoh et al.|31
ZFAND5|Gabrielle Wheway|27
ZFAND5|Arnaiz O. et al.|53
ZFAND6|Gabrielle Wheway|27
ZFHX2|Alexander E. Ivliev et al|8
ZFHX2|Geremek M. et al. 2014|42
ZFHX2|Marshall et al.|55
ZFHX4|McClintock et al.|29
ZFP14|Alexander E. Ivliev et al|8
ZFP2|Cao W. et al.|47
ZFP3|Alexander E. Ivliev et al|8
ZFP3|Ross et al.|22
ZFP3|Gabrielle Wheway|27
ZFP36|Arnaiz O. et al.|53
ZFP36L1|Efimenko et al.|2
ZFP36L1|Phirke et al.|3
ZFP36L1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
ZFP36L1|Blacque et al._xbox|54
ZFP36L1|Blacque et al._xbox|54
ZFP36L1|Blacque et al._xbox|54
ZFP36L1|Blacque et al._xbox|54
ZFP36L1|Arnaiz O. et al.|53
ZFP36L2|Karsten Boldt et al.|16
ZFP41|Lambacher N. et al.|17
ZFP41|Marshall et al.|55
ZFP90|Alexander E. Ivliev et al|8
ZFP90|Lambacher N. et al.|17
ZFP90|Nogales-Cadenas R. et al.|46
ZFP92|Nogales-Cadenas R. et al.|46
ZFPL1|McClintock et al.|29
ZFPL1|Blacque et al._xbox|54
ZFPM1|Alexander E. Ivliev et al|8
ZFPM1|Pazour et al.|21
ZFPM2|Alexander E. Ivliev et al|8
ZFR2|Hannah Müller et al.|6
ZFR2|Alexander E. Ivliev et al|8
ZFY26|David U. Mick et al.|26
ZFYVE1|Marshall et al.|55
ZFYVE16|Pazour et al.|21
ZFYVE16|McClintock et al.|29
ZFYVE19|Marshall et al.|55
ZFYVE26|Nogales-Cadenas R. et al.|46
ZFYVE9|Marshall et al.|55
ZG16B|Alexander E. Ivliev et al|8
ZG16B|Ross et al.|22
ZGPAT|McClintock et al.|29
ZHX1|Alexander E. Ivliev et al|8
ZHX1|Marshall et al.|55
ZIC1|McClintock et al.|29
ZIC1|Blacque et al._xbox|54
ZIC3|Gabrielle Wheway|27
ZKSCAN1|Alexander E. Ivliev et al|8
ZMAT1|Pazour et al.|21
ZMAT2|Gabrielle Wheway|27
ZMAT3|Marshall et al.|55
ZMAT5|Alexander E. Ivliev et al|8
ZMAT5|Gabrielle Wheway|27
ZMIZ1|Chen et al.|12
ZMPSTE24|Laurençon et al.|7
ZMYM4|Efimenko et al.|2
ZMYM4|Phirke et al.|3
ZMYM4|Alexander E. Ivliev et al|8
ZMYM6|Phirke et al.|3
ZMYND10|Alexander E. Ivliev et al|8
ZMYND10|Bayesian (TJP van Dam et al.)|11
ZMYND10|Cilia Carta (TJP van Dam et al.)|13
ZMYND10|Dey G et al.|14
ZMYND10|GO CC Cilium|15
ZMYND10|Karsten Boldt et al.|16
ZMYND10|Lambacher N. et al.|17
ZMYND10|Ross et al.|22
ZMYND10|Semil P. Choksi et al.|23
ZMYND10|McClintock et al.|29
ZMYND10|Ramona A. Hoh et al.|31
ZMYND10|Geremek M. et al. 2011|41
ZMYND10|Geremek M. et al. 2014|42
ZMYND10|Marshall et al.|55
ZMYND11|Efimenko et al.|2
ZMYND12|Alexander E. Ivliev et al|8
ZMYND12|Bayesian (TJP van Dam et al.)|11
ZMYND12|Cilia Carta (TJP van Dam et al.)|13
ZMYND12|Dey G et al.|14
ZMYND12|Karsten Boldt et al.|16
ZMYND12|Lambacher N. et al.|17
ZMYND12|Ostrowski et al.|20
ZMYND12|Pazour et al.|21
ZMYND12|Ross et al.|22
ZMYND12|Semil P. Choksi et al.|23
ZMYND12|SYSCILIA Gold Standard (van Dam TJ et al.)|24
ZMYND12|Monika-Abedin-Sigg et al.|30
ZMYND12|Broadhead et al.|32
ZMYND12|Merchant et al.|35
ZMYND12|Geremek M. et al. 2011|41
ZMYND12|Hodges ME. et al.|38
ZMYND12|Arnaiz O. et al.|53
ZMYND19|Karsten Boldt et al.|16
ZN318|David U. Mick et al.|26
ZNF106|Alexander E. Ivliev et al|8
ZNF106|Geremek M. et al. 2014|42
ZNF112|Alexander E. Ivliev et al|8
ZNF112|Ross et al.|22
ZNF112|Gabrielle Wheway|27
ZNF112|Jakobsen L. et al.|43
ZNF112|Nogales-Cadenas R. et al.|46
ZNF124|Ross et al.|22
ZNF132|Alexander E. Ivliev et al|8
ZNF14|Gabrielle Wheway|27
ZNF142|McClintock et al.|29
ZNF143|Karsten Boldt et al.|16
ZNF146|Karsten Boldt et al.|16
ZNF146|Blacque et al._sage|56
ZNF148|Alexander E. Ivliev et al|8
ZNF165|Alexander E. Ivliev et al|8
ZNF174|Ross et al.|22
ZNF185|Ross et al.|22
ZNF19|Alexander E. Ivliev et al|8
ZNF195|Gabrielle Wheway|27
ZNF20|Alexander E. Ivliev et al|8
ZNF20|Ross et al.|22
ZNF204P|Alexander E. Ivliev et al|8
ZNF205-AS1|Alexander E. Ivliev et al|8
ZNF207|Karsten Boldt et al.|16
ZNF207|McClintock et al.|29
ZNF213|Gabrielle Wheway|27
ZNF214|Alexander E. Ivliev et al|8
ZNF215|Alexander E. Ivliev et al|8
ZNF22|Marshall et al.|55
ZNF226|Ross et al.|22
ZNF226|Gabrielle Wheway|27
ZNF227|Alexander E. Ivliev et al|8
ZNF227|Blacque et al._xbox|54
