HGNC ID	Status	Approved symbol	Alias symbol	Previous symbol
HGNC:4226	Approved	GDI1	RABGDIA	MRX48
HGNC:4226	Approved	GDI1	RABGDIA	MRX41
HGNC:4226	Approved	GDI1	RABGDIA	GDIL
HGNC:4226	Approved	GDI1	XAP-4	MRX48
HGNC:4226	Approved	GDI1	XAP-4	MRX41
HGNC:4226	Approved	GDI1	XAP-4	GDIL
HGNC:4226	Approved	GDI1	OPHN2	MRX48
HGNC:4226	Approved	GDI1	OPHN2	MRX41
HGNC:4226	Approved	GDI1	OPHN2	GDIL
HGNC:4226	Approved	GDI1	FLJ41411	MRX48
HGNC:4226	Approved	GDI1	FLJ41411	MRX41
HGNC:4226	Approved	GDI1	FLJ41411	GDIL
HGNC:4227	Approved	GDI2	RABGDIB	
HGNC:4228	Approved	GDI2P1		GDI2P
HGNC:37976	Approved	GDI2P2		
HGNC:4232	Approved	GDNF	ATF1	
HGNC:4232	Approved	GDNF	ATF2	
HGNC:4232	Approved	GDNF	HFB1-GDNF	
HGNC:43592	Approved	GDNF-AS1	GDNFOS	
HGNC:20883	Approved	GDPD1	FLJ37451	
HGNC:20883	Approved	GDPD1	GDE4	
HGNC:25974	Approved	GDPD2	OBDPF	
HGNC:25974	Approved	GDPD2	FLJ20207	
HGNC:25974	Approved	GDPD2	GDE3	
HGNC:28638	Approved	GDPD3	MGC4171	
HGNC:24849	Approved	GDPD4	GDE6	
HGNC:28804	Approved	GDPD5	PP1665	
HGNC:28804	Approved	GDPD5	GDE2	
HGNC:34360	Approved	GDPGP1		C15orf58
HGNC:4234	Approved	GEM	KIR	
HGNC:10884	Approved	GEMIN2		SIP1
HGNC:49561	Approved	GEMIN2P1		
HGNC:49562	Approved	GEMIN2P2		
HGNC:15717	Approved	GEMIN4	HHRF-1	
HGNC:15717	Approved	GEMIN4	DKFZP434B131	
HGNC:15717	Approved	GEMIN4	p97	
HGNC:15717	Approved	GEMIN4	DKFZP434D174	
HGNC:15717	Approved	GEMIN4	HC56	
HGNC:15717	Approved	GEMIN4	HCAP1	
HGNC:20043	Approved	GEMIN5		
HGNC:20044	Approved	GEMIN6	FLJ23459	
HGNC:20045	Approved	GEMIN7	FLJ13956	
HGNC:53773	Approved	GEMIN7-AS1		
HGNC:54938	Approved	GEMIN7P1		
HGNC:26044	Approved	GEMIN8	FLJ20514	FAM51A1
HGNC:31818	Approved	GEMIN8P1		FAM51A2P
HGNC:31818	Approved	GEMIN8P1		GEMIN8P
HGNC:37977	Approved	GEMIN8P2		
HGNC:37978	Approved	GEMIN8P3		
HGNC:37979	Approved	GEMIN8P4		
HGNC:26881	Approved	GEN1	FLJ40869	
HGNC:26881	Approved	GEN1	Gen	
HGNC:12790	Approved	GET1	CHD5	WRB
HGNC:54635	Approved	GET1-SH3BGR		
HGNC:44010	Approved	GET1P1		WRBP1
HGNC:752	Approved	GET3	ARSA-I	ASNA1
HGNC:752	Approved	GET3	TRC40	ASNA1
HGNC:21690	Approved	GET4	CGI-20	C7orf20
HGNC:21690	Approved	GET4	H_NH1244M04.5	C7orf20
HGNC:21690	Approved	GET4	CEE	C7orf20
HGNC:21690	Approved	GET4	TRC35	C7orf20
HGNC:4235	Approved	GFAP	FLJ45472	
HGNC:4236	Approved	GFER	HSS	
HGNC:4236	Approved	GFER	ERV1	
HGNC:4236	Approved	GFER	ALR	
HGNC:4236	Approved	GFER	HERV1	
HGNC:4236	Approved	GFER	HPO1	
HGNC:4236	Approved	GFER	HPO2	
HGNC:4237	Approved	GFI1	GFI1A	ZNF163
HGNC:4237	Approved	GFI1	GFI-1	ZNF163
HGNC:4238	Approved	GFI1B	ZNF163B	
HGNC:13780	Approved	GFM1	EFGM	
HGNC:13780	Approved	GFM1	GFM	
HGNC:13780	Approved	GFM1	EGF1	
HGNC:13780	Approved	GFM1	mtEF-G1	
HGNC:29682	Approved	GFM2	EFG2	
HGNC:29682	Approved	GFM2	FLJ21661	
HGNC:29682	Approved	GFM2	EF-G2mt	
HGNC:21096	Approved	GFOD1	FLJ20330	C6orf114
HGNC:21096	Approved	GFOD1	ADG-90	C6orf114
HGNC:40956	Approved	GFOD1-AS1		
HGNC:28159	Approved	GFOD2	FLJ23802	
HGNC:28159	Approved	GFOD2	MGC11335	
HGNC:4241	Approved	GFPT1	GFAT	GFPT
HGNC:4241	Approved	GFPT1	GFA	GFPT
HGNC:4241	Approved	GFPT1	GFAT1	GFPT
HGNC:4242	Approved	GFPT2	GFAT2	
HGNC:4243	Approved	GFRA1	RETL1	GDNFRA
HGNC:4243	Approved	GFRA1	GDNFR	GDNFRA
HGNC:4243	Approved	GFRA1	GFR-ALPHA-1	GDNFRA
HGNC:4243	Approved	GFRA1	RET1L	GDNFRA
HGNC:4243	Approved	GFRA1	TRNR1	GDNFRA
HGNC:4244	Approved	GFRA2	RETL2	
HGNC:4244	Approved	GFRA2	GDNFRB	
HGNC:4244	Approved	GFRA2	NTNRA	
HGNC:4244	Approved	GFRA2	TRNR2	
HGNC:4245	Approved	GFRA3	GFRa-3	
HGNC:13821	Approved	GFRA4		
HGNC:32789	Approved	GFRAL	GRAL	C6orf144
HGNC:32789	Approved	GFRAL	UNQ9356	C6orf144
HGNC:32789	Approved	GFRAL	bA360D14.1	C6orf144
HGNC:12390	Approved	GFUS	FX	TSTA3
HGNC:12390	Approved	GFUS	P35B	TSTA3
HGNC:12390	Approved	GFUS	SDR4E1	TSTA3
HGNC:44663	Approved	GFY	Goofy	
HGNC:17842	Approved	GGA1		
HGNC:16064	Approved	GGA2	VEAR	
HGNC:16064	Approved	GGA2	KIAA1080	
HGNC:17079	Approved	GGA3	KIAA0154	
HGNC:25100	Approved	GGACT		A2LD1
HGNC:21705	Approved	GGCT	MGC3077	C7orf24
HGNC:21705	Approved	GGCT	MGC3077	GCTG
HGNC:21705	Approved	GGCT	CRF21	C7orf24
HGNC:21705	Approved	GGCT	CRF21	GCTG
HGNC:21705	Approved	GGCT	Ggc	C7orf24
HGNC:21705	Approved	GGCT	Ggc	GCTG
HGNC:54609	Approved	GGCTP1		
HGNC:54610	Approved	GGCTP2		
HGNC:54611	Approved	GGCTP3		
HGNC:4247	Approved	GGCX	VKCFD1	
HGNC:4248	Approved	GGH	GATD10	
HGNC:18869	Approved	GGN	FLJ35713	
HGNC:18869	Approved	GGN	MGC33369	
HGNC:19427	Approved	GGNBP1		
HGNC:19357	Approved	GGNBP2	ZFP403	ZNF403
HGNC:19357	Approved	GGNBP2	LZK1	ZNF403
HGNC:19357	Approved	GGNBP2	FLJ22561	ZNF403
HGNC:19357	Approved	GGNBP2	FLJ21230	ZNF403
HGNC:19357	Approved	GGNBP2	DIF-3	ZNF403
HGNC:19357	Approved	GGNBP2	DIF3	ZNF403
HGNC:4249	Approved	GGPS1	GGPPS1	
HGNC:4250	Approved	GGT1	D22S672	GGT
HGNC:4250	Approved	GGT1	D22S732	GGT
HGNC:4250	Approved	GGT1	CD224	GGT
HGNC:4251	Approved	GGT2P		GGT
HGNC:4251	Approved	GGT2P		GGT2
HGNC:4252	Approved	GGT3P		GGT3
HGNC:33207	Approved	GGT4P		
HGNC:4260	Approved	GGT5	GGT-REL	GGTLA1
HGNC:26891	Approved	GGT6	FLJ90165	
HGNC:4259	Approved	GGT7	D20S101	GGTL5
HGNC:4259	Approved	GGT7	D20S101	GGTL3
HGNC:4259	Approved	GGT7	dJ18C9.2	GGTL5
HGNC:4259	Approved	GGT7	dJ18C9.2	GGTL3
HGNC:33438	Approved	GGT8P	FLJ31276	GGT1P1
HGNC:4253	Approved	GGTA1		GLYT2
HGNC:4253	Approved	GGTA1		GGTA
HGNC:4253	Approved	GGTA1		GGTA1P
HGNC:4254	Approved	GGTA2P	HGT2	GLYT2L
HGNC:4254	Approved	GGTA2P	HGT2	GLYT3
HGNC:4254	Approved	GGTA2P	HGT2	GGTA1P
HGNC:4257	Entry Withdrawn	GGTL1		
HGNC:4258	Entry Withdrawn	GGTL2		
HGNC:16437	Approved	GGTLC1	dJ831C21.2	GGTLA4
HGNC:16437	Approved	GGTLC1	dJ831C21.2	GGTLA3
HGNC:16437	Approved	GGTLC1	dJ831C21.1	GGTLA4
HGNC:16437	Approved	GGTLC1	dJ831C21.1	GGTLA3
HGNC:18596	Approved	GGTLC2		GGTL4
HGNC:33426	Approved	GGTLC3		
HGNC:33428	Approved	GGTLC4P		
HGNC:33427	Approved	GGTLC5P		
HGNC:4261	Approved	GH1	GH-N	
HGNC:4261	Approved	GH1	GHN	
HGNC:4261	Approved	GH1	GH	
HGNC:4261	Approved	GH1	hGH-N	
HGNC:4262	Approved	GH2	GH-V	
HGNC:4262	Approved	GH2	GHV	
HGNC:4262	Approved	GH2	GHL	
HGNC:4262	Approved	GH2	hGH-V	
HGNC:24438	Approved	GHDC	LGP1	
HGNC:49425	Approved	GHET1	lncRNA-GHET1	
HGNC:17281	Approved	GHITM	HSPC282	
HGNC:17281	Approved	GHITM	PTD010	
HGNC:17281	Approved	GHITM	DERP2	
HGNC:17281	Approved	GHITM	My021	
HGNC:17281	Approved	GHITM	TMBIM5	
HGNC:4263	Approved	GHR	GHBP	
HGNC:4265	Approved	GHRH		GHRF
HGNC:4266	Approved	GHRHR		
HGNC:18129	Approved	GHRL	MTLRP	
HGNC:18129	Approved	GHRL	ghrelin	
HGNC:18129	Approved	GHRL	obestatin	
HGNC:33885	Approved	GHRLOS	NCRNA00068	
HGNC:33885	Approved	GHRLOS	GHRL-AS1	
HGNC:4267	Approved	GHSR		
HGNC:28453	Approved	GID4	VID24	C17orf39
HGNC:15857	Approved	GID8	FLJ20602	C20orf11
HGNC:15857	Approved	GID8	bA305P22.1	C20orf11
HGNC:15857	Approved	GID8	TWA1	C20orf11
HGNC:9126	Approved	GIGYF1	GYF1	PERQ1
HGNC:11960	Approved	GIGYF2	KIAA0642	PERQ2
HGNC:11960	Approved	GIGYF2	KIAA0642	PERQ3
HGNC:11960	Approved	GIGYF2	KIAA0642	TNRC15
HGNC:11960	Approved	GIGYF2	KIAA0642	PARK11
HGNC:11960	Approved	GIGYF2	GYF2	PERQ2
HGNC:11960	Approved	GIGYF2	GYF2	PERQ3
HGNC:11960	Approved	GIGYF2	GYF2	TNRC15
HGNC:11960	Approved	GIGYF2	GYF2	PARK11
HGNC:52649	Approved	GIHCG	lncRNA-GIHCG	
HGNC:23237	Approved	GIMAP1	HIMAP1	
HGNC:23237	Approved	GIMAP1	IMAP38	
HGNC:23237	Approved	GIMAP1	IMAP1	
HGNC:23237	Approved	GIMAP1	IAN2	
HGNC:51257	Approved	GIMAP1-GIMAP5		
HGNC:21789	Approved	GIMAP2	DKFZp586D0824	
HGNC:21789	Approved	GIMAP2	HIMAP2	
HGNC:21789	Approved	GIMAP2	IMAP2	
HGNC:21789	Approved	GIMAP2	IAN12	
HGNC:30975	Approved	GIMAP3P	GIMAP3	
HGNC:30975	Approved	GIMAP3P	IAN4P	
HGNC:21872	Approved	GIMAP4	HIMAP4	
HGNC:21872	Approved	GIMAP4	FLJ11110	
HGNC:21872	Approved	GIMAP4	IMAP4	
HGNC:21872	Approved	GIMAP4	IAN1	
HGNC:18005	Approved	GIMAP5	HIMAP3	IAN4L1
HGNC:18005	Approved	GIMAP5	IAN5	IAN4L1
HGNC:21918	Approved	GIMAP6	FLJ22690	
HGNC:21918	Approved	GIMAP6	IAN6	
HGNC:22404	Approved	GIMAP7	MGC27027	
HGNC:22404	Approved	GIMAP7	IAN7	
HGNC:21792	Approved	GIMAP8	DKFZp667I133	
HGNC:21792	Approved	GIMAP8	hIAN6	
HGNC:21792	Approved	GIMAP8	IAN9	
HGNC:44141	Approved	GIMD1		
HGNC:25959	Approved	GIN1	FLJ20125	ZH2C2
HGNC:25959	Approved	GIN1	GIN-1	ZH2C2
HGNC:25959	Approved	GIN1	TGIN1	ZH2C2
HGNC:14252	Entry Withdrawn	GINGF2	GGF2	
HGNC:14252	Entry Withdrawn	GINGF2	HGF2	
HGNC:16333	Entry Withdrawn	GINGF3		
HGNC:37734	Entry Withdrawn	GINGF4		
HGNC:21074	Approved	GINM1	dJ12G14.2	C6orf72
HGNC:28980	Approved	GINS1	KIAA0186	
HGNC:28980	Approved	GINS1	PSF1	
HGNC:24575	Approved	GINS2	PSF2	
HGNC:24575	Approved	GINS2	Pfs2	
HGNC:25851	Approved	GINS3	FLJ13912	
HGNC:25851	Approved	GINS3	PSF3	
HGNC:28226	Approved	GINS4	MGC14799	
HGNC:28226	Approved	GINS4	SLD5	
HGNC:4270	Approved	GIP		
HGNC:1226	Approved	GIPC1	TIP-2	C19orf3
HGNC:1226	Approved	GIPC1	TIP-2	RGS19IP1
HGNC:1226	Approved	GIPC1	Hs.6454	C19orf3
HGNC:1226	Approved	GIPC1	Hs.6454	RGS19IP1
HGNC:1226	Approved	GIPC1	GIPC	C19orf3
HGNC:1226	Approved	GIPC1	GIPC	RGS19IP1
HGNC:1226	Approved	GIPC1	SEMCAP	C19orf3
HGNC:1226	Approved	GIPC1	SEMCAP	RGS19IP1
HGNC:1226	Approved	GIPC1	GLUT1CBP	C19orf3
HGNC:1226	Approved	GIPC1	GLUT1CBP	RGS19IP1
HGNC:1226	Approved	GIPC1	SYNECTIN	C19orf3
HGNC:1226	Approved	GIPC1	SYNECTIN	RGS19IP1
HGNC:1226	Approved	GIPC1	NIP	C19orf3
HGNC:1226	Approved	GIPC1	NIP	RGS19IP1
HGNC:18177	Approved	GIPC2	FLJ20075	
HGNC:18177	Approved	GIPC2	SEMCAP-2	
HGNC:18183	Approved	GIPC3	DFNB95	C19orf64
HGNC:18183	Approved	GIPC3	DFNB95	DFNB72
HGNC:18183	Approved	GIPC3	DFNB95	DFNB15
HGNC:4271	Approved	GIPR		
HGNC:4272	Approved	GIT1		
HGNC:4273	Approved	GIT2	KIAA0148	
HGNC:4273	Approved	GIT2	PKL	
HGNC:4274	Approved	GJA1	CX43	ODDD
HGNC:4274	Approved	GJA1	CX43	GJAL
HGNC:4274	Approved	GJA1	ODD	ODDD
HGNC:4274	Approved	GJA1	ODD	GJAL
HGNC:4274	Approved	GJA1	ODOD	ODDD
HGNC:4274	Approved	GJA1	ODOD	GJAL
HGNC:4274	Approved	GJA1	SDTY3	ODDD
HGNC:4274	Approved	GJA1	SDTY3	GJAL
HGNC:4275	Approved	GJA1P1		
HGNC:4276	Entry Withdrawn	GJA2	CX38	
HGNC:4277	Approved	GJA3	CX46	CZP3
HGNC:4278	Approved	GJA4	CX37	
HGNC:4279	Approved	GJA5	CX40	
HGNC:32542	Approved	GJA6P		
HGNC:4281	Approved	GJA8	CX50	CAE1
HGNC:4281	Approved	GJA8	CX50	CZP1
HGNC:4281	Approved	GJA8	CX50	CAE
HGNC:19155	Approved	GJA9	CX59	GJA10
HGNC:19155	Approved	GJA9	CX58	GJA10
HGNC:16995	Approved	GJA10	CX62	
HGNC:13295	Entry Withdrawn	GJA11		
HGNC:4283	Approved	GJB1	CX32	CMTX1
HGNC:4283	Approved	GJB1	CX32	CMTX
HGNC:4284	Approved	GJB2	CX26	DFNB1
HGNC:4284	Approved	GJB2	CX26	DFNA3
HGNC:4284	Approved	GJB2	NSRD1	DFNB1
HGNC:4284	Approved	GJB2	NSRD1	DFNA3
HGNC:4285	Approved	GJB3	CX31	DFNA2
HGNC:4285	Approved	GJB3	CX31	EKV
HGNC:4286	Approved	GJB4	CX30.3	
HGNC:4287	Approved	GJB5	CX31.1	
HGNC:4288	Approved	GJB6	EDH	DFNA3
HGNC:4288	Approved	GJB6	EDH	ED2
HGNC:4288	Approved	GJB6	HED	DFNA3
HGNC:4288	Approved	GJB6	HED	ED2
HGNC:4288	Approved	GJB6	CX30	DFNA3
HGNC:4288	Approved	GJB6	CX30	ED2
HGNC:16690	Approved	GJB7	CX25	
HGNC:16690	Approved	GJB7	bA136M9.1	
HGNC:4280	Approved	GJC1	CX45	GJA7
HGNC:17494	Approved	GJC2	CX47	GJA12
HGNC:17494	Approved	GJC2	CX46.6	GJA12
HGNC:17494	Approved	GJC2	SPG44	GJA12
HGNC:17495	Approved	GJC3	CX30.2	GJE1
HGNC:19154	Approved	GJD2	CX36	GJA9
HGNC:55560	Approved	GJD2-DT		
HGNC:19147	Approved	GJD3	CX31.9	GJC1
HGNC:19147	Approved	GJD3	GJA11	GJC1
HGNC:19147	Approved	GJD3	Cx30.2	GJC1
HGNC:56092	Approved	GJD3-AS1		
HGNC:23296	Approved	GJD4	CX40.1	
HGNC:23296	Approved	GJD4	FLJ90023	
HGNC:33251	Approved	GJE1	CX23	
HGNC:4289	Approved	GK	GK1	
HGNC:4289	Approved	GK	GKD	
HGNC:40255	Approved	GK-AS1		
HGNC:41339	Approved	GK-IT1		
HGNC:4291	Approved	GK2	GKTA	GKP2
HGNC:4292	Approved	GK3P	GKTB	GKP3
HGNC:4295	Approved	GK4P		GKP6
HGNC:28635	Approved	GK5	MGC40579	
HGNC:23263	Approved	GK6P		GK7P
HGNC:23263	Approved	GK6P		GKP1
HGNC:17496	Approved	GKAP1	GKAP42	
HGNC:17496	Approved	GKAP1	FKSG21	
HGNC:23217	Approved	GKN1	AMP18	
HGNC:23217	Approved	GKN1	CA11	
HGNC:23217	Approved	GKN1	BRICD1	
HGNC:24588	Approved	GKN2	TFIZ1	
HGNC:24588	Approved	GKN2	PRO813	
HGNC:24588	Approved	GKN2	VLTI465	
HGNC:24588	Approved	GKN2	blottin	
HGNC:24588	Approved	GKN2	GDDR	
HGNC:24588	Approved	GKN2	BRICD1B	
HGNC:37701	Approved	GKN3P		
HGNC:4293	Entry Withdrawn	GKP4		
HGNC:4294	Entry Withdrawn	GKP5		
HGNC:4296	Approved	GLA	GALA	
HGNC:4297	Entry Withdrawn	GLAT		
HGNC:4298	Approved	GLB1	EBP	ELNR1
HGNC:28129	Approved	GLB1L	MGC10771	
HGNC:25129	Approved	GLB1L2		
HGNC:25147	Approved	GLB1L3	FLJ90231	
HGNC:4300	Entry Withdrawn	GLC#		
HGNC:4302	Entry Withdrawn	GLC1B		
HGNC:4303	Entry Withdrawn	GLC1C		
HGNC:4304	Entry Withdrawn	GLC1D		
HGNC:23256	Entry Withdrawn	GLC1H		
HGNC:31912	Entry Withdrawn	GLC1I		
HGNC:26986	Entry Withdrawn	GLC1J	JOAG2	
HGNC:21341	Entry Withdrawn	GLC1K	JOAG3	
HGNC:33120	Entry Withdrawn	GLC1L		
HGNC:33162	Entry Withdrawn	GLC1M		
HGNC:33163	Entry Withdrawn	GLC1N		
HGNC:41965	Entry Withdrawn	GLC1P		
HGNC:41966	Entry Withdrawn	GLC1Q		
HGNC:4307	Entry Withdrawn	GLC2A		
HGNC:4309	Entry Withdrawn	GLC3B		
HGNC:30028	Entry Withdrawn	GLC3C		
HGNC:18713	Approved	GLCCI1	GIG18	
HGNC:18713	Approved	GLCCI1	FAM117C	
HGNC:18713	Approved	GLCCI1	TSSN1	
HGNC:40852	Approved	GLCCI1-DT		
HGNC:17855	Approved	GLCE	KIAA0836	
HGNC:17855	Approved	GLCE	HSEPI	
HGNC:4313	Approved	GLDC	GCSP	
HGNC:4313	Approved	GLDC	NKH	
HGNC:4314	Approved	GLDCP1		GLDCP
HGNC:29514	Approved	GLDN	CRG-L2	COLM
HGNC:29514	Approved	GLDN	CLOM	COLM
HGNC:29514	Approved	GLDN	colmedin	COLM
HGNC:29514	Approved	GLDN	UNC-122	COLM
HGNC:4315	Approved	GLE1	hGLE1	GLE1L
HGNC:4315	Approved	GLE1	hGLE1	LCCS1
HGNC:4316	Approved	GLG1	MG-160	
HGNC:4316	Approved	GLG1	ESL-1	
HGNC:4316	Approved	GLG1	CFR-1	
HGNC:4317	Approved	GLI1		GLI
HGNC:4318	Approved	GLI2	THP2	
HGNC:4318	Approved	GLI2	HPE9	
HGNC:4318	Approved	GLI2	THP1	
HGNC:4319	Approved	GLI3	PAP-A	GCPS
HGNC:4319	Approved	GLI3	PAP-A	PHS
HGNC:4319	Approved	GLI3	PAPA	GCPS
HGNC:4319	Approved	GLI3	PAPA	PHS
HGNC:4319	Approved	GLI3	PAPA1	GCPS
HGNC:4319	Approved	GLI3	PAPA1	PHS
HGNC:4319	Approved	GLI3	PAPB	GCPS
HGNC:4319	Approved	GLI3	PAPB	PHS
HGNC:4319	Approved	GLI3	ACLS	GCPS
HGNC:4319	Approved	GLI3	ACLS	PHS
HGNC:4319	Approved	GLI3	PPDIV	GCPS
HGNC:4319	Approved	GLI3	PPDIV	PHS
HGNC:4320	Approved	GLI4	HKR4	
HGNC:4320	Approved	GLI4	ZNF928	
HGNC:48823	Approved	GLIDR	MGC21881	LINC01172
HGNC:48823	Approved	GLIDR	TCONS_00015562	LINC01172
HGNC:48823	Approved	GLIDR	FAM88A	LINC01172
HGNC:17001	Approved	GLIPR1	RTVP1	
HGNC:17001	Approved	GLIPR1	GliPR	
HGNC:56075	Approved	GLIPR1-AS1	RP11-585P4.5	
HGNC:28392	Approved	GLIPR1L1	MGC26856	
HGNC:28592	Approved	GLIPR1L2	MGC39497	
HGNC:18007	Approved	GLIPR2	GAPR-1	C9orf19
HGNC:29525	Approved	GLIS1	FLJ36155	
HGNC:29450	Approved	GLIS2	NPHP7	
HGNC:51381	Approved	GLIS2-AS1		
HGNC:28510	Approved	GLIS3	MGC33662	ZNF515
HGNC:28260	Approved	GLIS3-AS1	MGC16153	C9orf70
HGNC:55796	Approved	GLIS3-AS2		
HGNC:14373	Approved	GLMN	FAP48	VMGLOM
HGNC:14373	Approved	GLMN	FAP68	VMGLOM
HGNC:14373	Approved	GLMN	GLML	VMGLOM
HGNC:14373	Approved	GLMN	GVM	VMGLOM
HGNC:14373	Approved	GLMN	FKBPAP	VMGLOM
HGNC:29436	Approved	GLMP	MGC31963	C1orf85
HGNC:29436	Approved	GLMP	NCU-G1	C1orf85
HGNC:4323	Approved	GLO1	GLOD1	
HGNC:14111	Approved	GLOD4	CGI-150	C17orf25
HGNC:14111	Approved	GLOD4	HC71	C17orf25
HGNC:33358	Approved	GLOD5		
HGNC:4324	Approved	GLP1R	GLP-1R	
HGNC:4325	Approved	GLP2R		
HGNC:4326	Approved	GLRA1		STHE
HGNC:4327	Approved	GLRA2		GLR
HGNC:4328	Approved	GLRA3		
HGNC:31715	Approved	GLRA4		
HGNC:4329	Approved	GLRB		
HGNC:4330	Approved	GLRX	GRX	
HGNC:4330	Approved	GLRX	GRX1	
HGNC:16065	Approved	GLRX2	GRX2	
HGNC:16065	Approved	GLRX2	bA101E13.1	
HGNC:15987	Approved	GLRX3	PICOT	TXNL2
HGNC:15987	Approved	GLRX3	bA500G10.4	TXNL2
HGNC:15987	Approved	GLRX3	GRX3	TXNL2
HGNC:15987	Approved	GLRX3	GLRX4	TXNL2
HGNC:15987	Approved	GLRX3	GRX4	TXNL2
HGNC:49787	Approved	GLRX3P1		
HGNC:49788	Approved	GLRX3P2		
HGNC:20134	Approved	GLRX5	PR01238	C14orf87
HGNC:20134	Approved	GLRX5	GRX5	C14orf87
HGNC:55062	Approved	GLRX5P1		
HGNC:55063	Approved	GLRX5P2		
HGNC:55064	Approved	GLRX5P3		
HGNC:16544	Approved	GLRXP1	bA425M5.1	GLRXP
HGNC:18376	Approved	GLRXP2		
HGNC:34049	Approved	GLRXP3		GLRXL
HGNC:4331	Approved	GLS	KIAA0838	
HGNC:4331	Approved	GLS	GLS1	
HGNC:29570	Approved	GLS2	GA	
HGNC:29570	Approved	GLS2	GLS	
HGNC:29570	Approved	GLS2	LGA	
HGNC:29570	Approved	GLS2	hLGA	
HGNC:26483	Approved	GLT1D1	FLJ31978	
HGNC:23671	Approved	GLT6D1		GLTDC1
HGNC:24870	Approved	GLT8D1	AD-017	
HGNC:24870	Approved	GLT8D1	FLJ14611	
HGNC:24890	Approved	GLT8D2	FLJ31494	
HGNC:24867	Approved	GLTP		
HGNC:33756	Approved	GLTPD2		
HGNC:33991	Approved	GLTPP1		
HGNC:4335	Approved	GLUD1	GDH	GLUD
HGNC:4337	Approved	GLUD1P2	bA342C24.3	GLUDP2
HGNC:4337	Approved	GLUD1P2	bA342C24.3	GLUD1P7
HGNC:4337	Approved	GLUD1P2	bA342C24.3	GLUDP7
HGNC:4338	Approved	GLUD1P3	Em:AC022400.11	GLUDP3
HGNC:4338	Approved	GLUD1P3	Em:AC022400.11	C10orf102
HGNC:4339	Approved	GLUD1P4		GLUDP4
HGNC:4340	Approved	GLUD1P5		GLUDP5
HGNC:23610	Approved	GLUD1P6	bK2173J9.1	GLUDP6
HGNC:23610	Approved	GLUD1P6	bK2173J9.1	GLUD1P8
HGNC:23610	Approved	GLUD1P6	bK2173J9.1	GLUDP8
HGNC:23610	Approved	GLUD1P6	bA144G6.5	GLUDP6
HGNC:23610	Approved	GLUD1P6	bA144G6.5	GLUD1P8
HGNC:23610	Approved	GLUD1P6	bA144G6.5	GLUDP8
HGNC:37696	Approved	GLUD1P9		
HGNC:4336	Approved	GLUD2		GLUDP1
HGNC:4341	Approved	GLUL		GLNS
HGNC:4342	Approved	GLULP1		GLULL1
HGNC:4343	Approved	GLULP2		GLULL2
HGNC:4344	Approved	GLULP3		GLULL3
HGNC:4345	Approved	GLULP4		GLULP
HGNC:37989	Approved	GLULP5		
HGNC:37990	Approved	GLULP6		
HGNC:4352	Entry Withdrawn	GLUR7		
HGNC:13734	Approved	GLYAT	GAT	
HGNC:13734	Approved	GLYAT	ACGNAT	
HGNC:30519	Approved	GLYATL1	MGC15397	
HGNC:30519	Approved	GLYATL1	FLJ34646	
HGNC:37865	Approved	GLYATL1B		GLYATL1P3
HGNC:37866	Approved	GLYATL1P1		
HGNC:37863	Approved	GLYATL1P2		
HGNC:37864	Approved	GLYATL1P4		
HGNC:24178	Approved	GLYATL2	BXMAS2-10	
HGNC:24178	Approved	GLYATL2	MGC24009	
HGNC:21349	Approved	GLYATL3	bA28H17.2	C6orf140
HGNC:4363	Entry Withdrawn	GLYB		
HGNC:18023	Approved	GLYCAM1		
HGNC:24247	Approved	GLYCTK	HBEBP4	
HGNC:24247	Approved	GLYCTK	HBEBP2	
HGNC:41043	Approved	GLYCTK-AS1		
HGNC:24434	Approved	GLYR1	BM045	
HGNC:24434	Approved	GLYR1	HIBDL	
HGNC:24434	Approved	GLYR1	NP60	
HGNC:24434	Approved	GLYR1	N-PAC	
HGNC:4365	Entry Withdrawn	GLYS1		
HGNC:4367	Approved	GM2A	SAP-3	
HGNC:4368	Approved	GM2AP1		GM2AP
HGNC:38002	Approved	GM2AP2		
HGNC:23843	Approved	GMCL1	FLJ13057	
HGNC:23843	Approved	GMCL1	BTBD13	
HGNC:23843	Approved	GMCL1	GCL1	
HGNC:23843	Approved	GMCL1	SPATA29	
HGNC:42863	Approved	GMCL1P2		
HGNC:19717	Approved	GMCL2	GCL	GMCL1L
HGNC:19717	Approved	GMCL2	GCL	GMCL1P1
HGNC:4369	Approved	GMDS	GMD	
HGNC:4369	Approved	GMDS	SDR3E1	
HGNC:48993	Approved	GMDS-DT		GMDS-AS1
HGNC:4370	Approved	GMEB1	P96PIF	
HGNC:4370	Approved	GMEB1	PIF96	
HGNC:4371	Approved	GMEB2	P79PIF	
HGNC:4371	Approved	GMEB2	KIAA1269	
HGNC:4371	Approved	GMEB2	PIF79	
HGNC:4372	Entry Withdrawn	GMFA		
HGNC:4373	Approved	GMFB	GMF	
HGNC:38654	Approved	GMFBP1		
HGNC:4374	Approved	GMFG		
HGNC:24852	Approved	GMIP	ARHGAP46	
HGNC:4375	Approved	GML	LY6DL	
HGNC:40049	Approved	GMNC	GEMC1	
HGNC:17493	Approved	GMNN	Gem	
HGNC:22923	Approved	GMPPA		
HGNC:22932	Approved	GMPPB	KIAA1851	
HGNC:4376	Approved	GMPR		
HGNC:4377	Approved	GMPR2		
