HGNC ID	Status	Approved symbol	Alias symbol	Previous symbol
HGNC:5	Approved	A1BG		
HGNC:37133	Approved	A1BG-AS1	FLJ23569	NCRNA00181
HGNC:37133	Approved	A1BG-AS1	FLJ23569	A1BGAS
HGNC:37133	Approved	A1BG-AS1	FLJ23569	A1BG-AS
HGNC:24086	Approved	A1CF	ACF	
HGNC:24086	Approved	A1CF	ASP	
HGNC:24086	Approved	A1CF	ACF64	
HGNC:24086	Approved	A1CF	ACF65	
HGNC:24086	Approved	A1CF	APOBEC1CF	
HGNC:7	Approved	A2M	FWP007	
HGNC:7	Approved	A2M	S863-7	
HGNC:7	Approved	A2M	CPAMD5	
HGNC:27057	Approved	A2M-AS1		
HGNC:23336	Approved	A2ML1	FLJ25179	CPAMD9
HGNC:23336	Approved	A2ML1	p170	CPAMD9
HGNC:41022	Approved	A2ML1-AS1		
HGNC:41523	Approved	A2ML1-AS2		
HGNC:8	Approved	A2MP1		A2MP
HGNC:30005	Approved	A3GALT2	IGBS3S	A3GALT2P
HGNC:30005	Approved	A3GALT2	IGB3S	A3GALT2P
HGNC:18149	Approved	A4GALT	A14GALT	P1
HGNC:18149	Approved	A4GALT	Gb3S	P1
HGNC:18149	Approved	A4GALT	P(k)	P1
HGNC:17968	Approved	A4GNT	alpha4GnT	
HGNC:1	Entry Withdrawn	A12M1		
HGNC:2	Entry Withdrawn	A12M2		
HGNC:3	Entry Withdrawn	A12M3		
HGNC:4	Entry Withdrawn	A12M4		
HGNC:13666	Approved	AAAS		
HGNC:12	Entry Withdrawn	AABT		
HGNC:21298	Approved	AACS	FLJ12389	
HGNC:21298	Approved	AACS	SUR-5	
HGNC:21298	Approved	AACS	ACSF1	
HGNC:18226	Approved	AACSP1		AACSL
HGNC:17	Approved	AADAC	DAC	
HGNC:17	Approved	AADAC	CES5A1	
HGNC:24427	Approved	AADACL2	MGC72001	
HGNC:50301	Approved	AADACL2-AS1		
HGNC:32037	Approved	AADACL3	OTTHUMG00000001887	
HGNC:32038	Approved	AADACL4	OTTHUMG00000001889	
HGNC:50305	Approved	AADACP1		
HGNC:17929	Approved	AADAT	KATII	
HGNC:17929	Approved	AADAT	KAT2	
HGNC:17929	Approved	AADAT	KYAT2	
HGNC:25662	Approved	AAGAB	FLJ11506	
HGNC:25662	Approved	AAGAB	p34	
HGNC:19679	Approved	AAK1	KIAA1048	
HGNC:19679	Approved	AAK1	DKFZp686K16132	
HGNC:30205	Approved	AAMDC	PTD015	C11orf67
HGNC:30205	Approved	AAMDC	FLJ21035	C11orf67
HGNC:30205	Approved	AAMDC	CK067	C11orf67
HGNC:18	Approved	AAMP		
HGNC:19	Approved	AANAT	SNAT	
HGNC:15886	Approved	AAR2	bA234K24.2	C20orf4
HGNC:33842	Approved	AARD	LOC441376	C8orf85
HGNC:20	Approved	AARS1	CMT2N	AARS
HGNC:20	Approved	AARS1	AlaRS	AARS
HGNC:49894	Approved	AARS1P1		AARSP1
HGNC:21022	Approved	AARS2	KIAA1270	AARSL
HGNC:21022	Approved	AARS2	bA444E17.1	AARSL
HGNC:28417	Approved	AARSD1	MGC2744	
HGNC:28417	Approved	AARSD1	AlaXp	
HGNC:54994	Approved	AARSD1P1		
HGNC:23993	Approved	AASDH	NRPS998	
HGNC:23993	Approved	AASDH	LYS2	
HGNC:23993	Approved	AASDH	ACSF4	
HGNC:14235	Approved	AASDHPPT	LYS5	
HGNC:14235	Approved	AASDHPPT	CGI-80	
HGNC:14235	Approved	AASDHPPT	AASD-PPT	
HGNC:14235	Approved	AASDHPPT	ACPS	
HGNC:17366	Approved	AASS	LORSDH	
HGNC:17366	Approved	AASS	LKRSDH	
HGNC:51526	Approved	AATBC		
HGNC:19235	Approved	AATF	DED	
HGNC:19235	Approved	AATF	CHE-1	
HGNC:19235	Approved	AATF	CHE1	
HGNC:19235	Approved	AATF	BFR2	
HGNC:21	Approved	AATK	AATYK	
HGNC:21	Approved	AATK	KIAA0641	
HGNC:21	Approved	AATK	LMTK1	
HGNC:21	Approved	AATK	LMR1	
HGNC:21	Approved	AATK	AATYK1	
HGNC:21	Approved	AATK	PPP1R77	
HGNC:22	Approved	AAVS1	AAV	
HGNC:49667	Approved	ABALON	INXS	
HGNC:23	Approved	ABAT	GABAT	
HGNC:23	Approved	ABAT	GABA-T	
HGNC:29	Approved	ABCA1	TGD	ABC1
HGNC:29	Approved	ABCA1	TGD	HDLDT1
HGNC:32	Approved	ABCA2		ABC2
HGNC:33	Approved	ABCA3	ABC-C	ABC3
HGNC:33	Approved	ABCA3	EST111653	ABC3
HGNC:33	Approved	ABCA3	LBM180	ABC3
HGNC:55707	Approved	ABCA3P1		
HGNC:34	Approved	ABCA4	FFM	STGD1
HGNC:34	Approved	ABCA4	FFM	ABCR
HGNC:34	Approved	ABCA4	FFM	RP19
HGNC:34	Approved	ABCA4	FFM	STGD
HGNC:34	Approved	ABCA4	ARMD2	STGD1
HGNC:34	Approved	ABCA4	ARMD2	ABCR
HGNC:34	Approved	ABCA4	ARMD2	RP19
HGNC:34	Approved	ABCA4	ARMD2	STGD
HGNC:34	Approved	ABCA4	CORD3	STGD1
HGNC:34	Approved	ABCA4	CORD3	ABCR
HGNC:34	Approved	ABCA4	CORD3	RP19
HGNC:34	Approved	ABCA4	CORD3	STGD
HGNC:35	Approved	ABCA5	EST90625	
HGNC:36	Approved	ABCA6	EST155051	
HGNC:37	Approved	ABCA7	ABCX	
HGNC:38	Approved	ABCA8	KIAA0822	
HGNC:39	Approved	ABCA9	EST640918	
HGNC:39983	Approved	ABCA9-AS1		
HGNC:30	Approved	ABCA10	EST698739	
HGNC:31	Approved	ABCA11P	EST1133530	ABCA11
HGNC:31	Approved	ABCA11P	FLJ14297	ABCA11
HGNC:14637	Approved	ABCA12	DKFZP434G232	ICR2B
HGNC:14637	Approved	ABCA12	LI2	ICR2B
HGNC:14638	Approved	ABCA13	FLJ33876	
HGNC:14638	Approved	ABCA13	FLJ33951	
HGNC:32972	Approved	ABCA17P		
HGNC:40	Approved	ABCB1	P-gp	PGY1
HGNC:40	Approved	ABCB1	P-gp	MDR1
HGNC:40	Approved	ABCB1	P-gp	CLCS
HGNC:40	Approved	ABCB1	CD243	PGY1
HGNC:40	Approved	ABCB1	CD243	MDR1
HGNC:40	Approved	ABCB1	CD243	CLCS
HGNC:40	Approved	ABCB1	GP170	PGY1
HGNC:40	Approved	ABCB1	GP170	MDR1
HGNC:40	Approved	ABCB1	GP170	CLCS
HGNC:40	Approved	ABCB1	ABC20	PGY1
HGNC:40	Approved	ABCB1	ABC20	MDR1
HGNC:40	Approved	ABCB1	ABC20	CLCS
HGNC:40	Approved	ABCB1	p-170	PGY1
HGNC:40	Approved	ABCB1	p-170	MDR1
HGNC:40	Approved	ABCB1	p-170	CLCS
HGNC:45	Approved	ABCB4	MDR2	PGY3
HGNC:45	Approved	ABCB4	MDR2	MDR3
HGNC:45	Approved	ABCB4	PFIC-3	PGY3
HGNC:45	Approved	ABCB4	PFIC-3	MDR3
HGNC:45	Approved	ABCB4	GBD1	PGY3
HGNC:45	Approved	ABCB4	GBD1	MDR3
HGNC:46	Approved	ABCB5	EST422562	
HGNC:46	Approved	ABCB5	ABCB5beta	
HGNC:46	Approved	ABCB5	ABCB5alpha	
HGNC:47	Approved	ABCB6	EST45597	
HGNC:47	Approved	ABCB6	umat	
HGNC:47	Approved	ABCB6	MTABC3	
HGNC:48	Approved	ABCB7	EST140535	ABC7
HGNC:48	Approved	ABCB7	Atm1p	ABC7
HGNC:48	Approved	ABCB7	ASAT	ABC7
HGNC:49	Approved	ABCB8	EST328128	
HGNC:49	Approved	ABCB8	M-ABC1	
HGNC:49	Approved	ABCB8	MABC1	
HGNC:49	Approved	ABCB8	MITOSUR	
HGNC:50	Approved	ABCB9	EST122234	
HGNC:41	Approved	ABCB10	EST20237	
HGNC:41	Approved	ABCB10	M-ABC2	
HGNC:41	Approved	ABCB10	MTABC2	
HGNC:14114	Approved	ABCB10P1	M-ABC2	ABCB10P
HGNC:14114	Approved	ABCB10P1	M-ABC2	ABCB10P2
HGNC:14114	Approved	ABCB10P1	MABC2	ABCB10P
HGNC:14114	Approved	ABCB10P1	MABC2	ABCB10P2
HGNC:31129	Approved	ABCB10P3		
HGNC:31130	Approved	ABCB10P4		
HGNC:42	Approved	ABCB11	ABC16	BSEP
HGNC:42	Approved	ABCB11	ABC16	PFIC2
HGNC:42	Approved	ABCB11	SPGP	BSEP
HGNC:42	Approved	ABCB11	SPGP	PFIC2
HGNC:42	Approved	ABCB11	PFIC-2	BSEP
HGNC:42	Approved	ABCB11	PFIC-2	PFIC2
HGNC:42	Approved	ABCB11	PGY4	BSEP
HGNC:42	Approved	ABCB11	PGY4	PFIC2
HGNC:51	Approved	ABCC1	GS-X	MRP
HGNC:51	Approved	ABCC1	GS-X	MRP1
HGNC:53	Approved	ABCC2	DJS	CMOAT
HGNC:53	Approved	ABCC2	MRP2	CMOAT
HGNC:53	Approved	ABCC2	cMRP	CMOAT
HGNC:54	Approved	ABCC3	MRP3	
HGNC:54	Approved	ABCC3	cMOAT2	
HGNC:54	Approved	ABCC3	EST90757	
HGNC:54	Approved	ABCC3	MLP2	
HGNC:54	Approved	ABCC3	MOAT-D	
HGNC:55	Approved	ABCC4	MRP4	
HGNC:55	Approved	ABCC4	EST170205	
HGNC:55	Approved	ABCC4	MOAT-B	
HGNC:55	Approved	ABCC4	MOATB	
HGNC:56	Approved	ABCC5	MRP5	
HGNC:56	Approved	ABCC5	SMRP	
HGNC:56	Approved	ABCC5	EST277145	
HGNC:56	Approved	ABCC5	MOAT-C	
HGNC:40055	Approved	ABCC5-AS1		
HGNC:57	Approved	ABCC6	MRP6	ARA
HGNC:57	Approved	ABCC6	MRP6	PXE
HGNC:57	Approved	ABCC6	EST349056	ARA
HGNC:57	Approved	ABCC6	EST349056	PXE
HGNC:57	Approved	ABCC6	MLP1	ARA
HGNC:57	Approved	ABCC6	MLP1	PXE
HGNC:57	Approved	ABCC6	URG7	ARA
HGNC:57	Approved	ABCC6	URG7	PXE
HGNC:33352	Approved	ABCC6P1		
HGNC:33353	Approved	ABCC6P2		
HGNC:59	Approved	ABCC8	HI	SUR
HGNC:59	Approved	ABCC8	HI	HRINS
HGNC:59	Approved	ABCC8	PHHI	SUR
HGNC:59	Approved	ABCC8	PHHI	HRINS
HGNC:59	Approved	ABCC8	SUR1	SUR
HGNC:59	Approved	ABCC8	SUR1	HRINS
HGNC:59	Approved	ABCC8	MRP8	SUR
HGNC:59	Approved	ABCC8	MRP8	HRINS
HGNC:59	Approved	ABCC8	ABC36	SUR
HGNC:59	Approved	ABCC8	ABC36	HRINS
HGNC:59	Approved	ABCC8	HHF1	SUR
HGNC:59	Approved	ABCC8	HHF1	HRINS
HGNC:59	Approved	ABCC8	TNDM2	SUR
HGNC:59	Approved	ABCC8	TNDM2	HRINS
HGNC:60	Approved	ABCC9	SUR2	
HGNC:60	Approved	ABCC9	CMD1O	
HGNC:52	Approved	ABCC10	EST182763	
HGNC:52	Approved	ABCC10	MRP7	
HGNC:52	Approved	ABCC10	SIMRP7	
HGNC:14639	Approved	ABCC11	MRP8	
HGNC:14640	Approved	ABCC12	MRP9	
HGNC:16022	Approved	ABCC13	PRED6	
HGNC:16022	Approved	ABCC13	C21orf73	
HGNC:16022	Approved	ABCC13	ABCC13P	
HGNC:61	Approved	ABCD1	AMN	ALD
HGNC:61	Approved	ABCD1	ALDP	ALD
HGNC:61	Approved	ABCD1	adrenoleukodystrophy	ALD
HGNC:62	Approved	ABCD1P1		
HGNC:63	Approved	ABCD1P2	bA453N3.6	
HGNC:64	Approved	ABCD1P3		
HGNC:65	Approved	ABCD1P4		
HGNC:42662	Approved	ABCD1P5		
HGNC:66	Approved	ABCD2	ALDR	ALDL1
HGNC:66	Approved	ABCD2	ALDRP	ALDL1
HGNC:67	Approved	ABCD3	PMP70	PXMP1
HGNC:67	Approved	ABCD3	ZWS2	PXMP1
HGNC:68	Approved	ABCD4	PMP69	PXMP1L
HGNC:68	Approved	ABCD4	P70R	PXMP1L
HGNC:68	Approved	ABCD4	EST352188	PXMP1L
HGNC:69	Approved	ABCE1	RLI	RNASEL1
HGNC:69	Approved	ABCE1	RLI	RNASELI
HGNC:69	Approved	ABCE1	RLI	RNS4I
HGNC:69	Approved	ABCE1	OABP	RNASEL1
HGNC:69	Approved	ABCE1	OABP	RNASELI
HGNC:69	Approved	ABCE1	OABP	RNS4I
HGNC:69	Approved	ABCE1	RLI1	RNASEL1
HGNC:69	Approved	ABCE1	RLI1	RNASELI
HGNC:69	Approved	ABCE1	RLI1	RNS4I
HGNC:70	Approved	ABCF1	EST123147	ABC50
HGNC:53628	Approved	ABCF1-DT		
HGNC:71	Approved	ABCF2	EST133090	
HGNC:71	Approved	ABCF2	ABC28	
HGNC:71	Approved	ABCF2	M-ABC1	
HGNC:71	Approved	ABCF2	HUSSY-18	
HGNC:54751	Approved	ABCF2-H2BK1		ABCF2-H2BE1
HGNC:48841	Approved	ABCF2P1		
HGNC:48842	Approved	ABCF2P2		
HGNC:72	Approved	ABCF3	EST201864	
HGNC:73	Approved	ABCG1	ABC8	
HGNC:74	Approved	ABCG2	EST157481	
HGNC:74	Approved	ABCG2	MXR	
HGNC:74	Approved	ABCG2	BCRP	
HGNC:74	Approved	ABCG2	ABCP	
HGNC:74	Approved	ABCG2	CD338	
HGNC:13884	Approved	ABCG4	WHITE2	
HGNC:13886	Approved	ABCG5	STSL	
HGNC:13887	Approved	ABCG8	GBD4	
HGNC:17553	Approved	ABHD1	LABH1	
HGNC:17553	Approved	ABHD1	FLJ36128	
HGNC:18717	Approved	ABHD2	LABH2	
HGNC:18718	Approved	ABHD3	LABH3	
HGNC:20154	Approved	ABHD4	FLJ12816	
HGNC:21396	Approved	ABHD5	CGI-58	
HGNC:21396	Approved	ABHD5	NCIE2	
HGNC:21398	Approved	ABHD6		
HGNC:23759	Approved	ABHD8	FLJ11743	
HGNC:23759	Approved	ABHD8	MGC14280	
HGNC:23759	Approved	ABHD8	MGC2512	
HGNC:25656	Approved	ABHD10	FLJ11342	
HGNC:16407	Approved	ABHD11	PP1226	WBSCR21
HGNC:18289	Approved	ABHD11-AS1	NCRNA00035	WBSCR26
HGNC:18289	Approved	ABHD11-AS1	NCRNA00035	LINC00035
HGNC:40012	Entry Withdrawn	ABHD11-AS2		
HGNC:15868	Approved	ABHD12	DKFZP434P106	C20orf22
HGNC:15868	Approved	ABHD12	dJ965G21.2	C20orf22
HGNC:15868	Approved	ABHD12	BEM46L2	C20orf22
HGNC:15868	Approved	ABHD12	ABHD12A	C20orf22
HGNC:19837	Approved	ABHD12B	BEM46L3	C14orf29
HGNC:20293	Approved	ABHD13	bA153I24.2	C13orf6
HGNC:20293	Approved	ABHD13	FLJ14906	C13orf6
HGNC:20293	Approved	ABHD13	BEM46L1	C13orf6
HGNC:24538	Approved	ABHD14A	DKFZP564O243	
HGNC:24538	Approved	ABHD14A	DORZ1	
HGNC:38856	Approved	ABHD14A-ACY1		
HGNC:28235	Approved	ABHD14B	MGC15429	
HGNC:28235	Approved	ABHD14B	CIB	
HGNC:26971	Approved	ABHD15		
HGNC:49685	Approved	ABHD15-AS1	linc-TP53I13	
HGNC:49685	Approved	ABHD15-AS1	lnc-TP53I13	
HGNC:13921	Approved	ABHD16A	NG26	BAT5
HGNC:13921	Approved	ABHD16A	D6S82E	BAT5
HGNC:16128	Approved	ABHD16B	dJ591C20.1	C20orf135
HGNC:28756	Approved	ABHD17A	MGC5244	C19orf27
HGNC:28756	Approved	ABHD17A	MGC5244	FAM108A1
HGNC:28394	Approved	ABHD17AP1	C1orf47	FAM108A2
HGNC:28394	Approved	ABHD17AP1	C1orf47	ABHD17AP2
HGNC:28394	Approved	ABHD17AP1	C1orf47	FAM108A3
HGNC:28394	Approved	ABHD17AP1	C1orf47	FAM108A11P
HGNC:28394	Approved	ABHD17AP1	C1orf47	FAM108A3P
HGNC:34041	Approved	ABHD17AP3		FAM108A4
HGNC:34041	Approved	ABHD17AP3		FAM108A4P
HGNC:34042	Approved	ABHD17AP4		FAM108A5
HGNC:34042	Approved	ABHD17AP4		FAM108A5P
HGNC:34043	Approved	ABHD17AP5		FAM108A6
HGNC:34043	Approved	ABHD17AP5		FAM108A6P
HGNC:34044	Approved	ABHD17AP6		FAM108A7P
HGNC:38508	Approved	ABHD17AP7		FAM108A8P
HGNC:38509	Approved	ABHD17AP8		FAM108A9P
HGNC:38510	Approved	ABHD17AP9		FAM108A10P
HGNC:24278	Approved	ABHD17B	CGI-67	C9orf77
HGNC:24278	Approved	ABHD17B	CGI-67	FAM108B1
HGNC:26925	Approved	ABHD17C		FAM108C1
HGNC:26111	Approved	ABHD18	FLJ21106	C4orf29
HGNC:11320	Approved	ABI1	E3B1	SSH3BP1
HGNC:11320	Approved	ABI1	ABI-1	SSH3BP1
HGNC:20035	Approved	ABI1P1		SSH3BP1P
HGNC:20035	Approved	ABI1P1		ABI1P
HGNC:24011	Approved	ABI2	ABI-2	
HGNC:24011	Approved	ABI2	AIP-1	
HGNC:24011	Approved	ABI2	ABI2B	
HGNC:24011	Approved	ABI2	AblBP3	
HGNC:24011	Approved	ABI2	argBPIA	
HGNC:24011	Approved	ABI2	SSH3BP2	
HGNC:29859	Approved	ABI3	NESH	
HGNC:29859	Approved	ABI3	SSH3BP3	
HGNC:17265	Approved	ABI3BP	NESHBP	
HGNC:17265	Approved	ABI3BP	DKFZP586L2024	
HGNC:17265	Approved	ABI3BP	TARSH	
HGNC:1364	Approved	ABITRAM	CG-8	C9orf6
HGNC:1364	Approved	ABITRAM	CG-8	FAM206A
HGNC:1364	Approved	ABITRAM	FLJ20457	C9orf6
HGNC:1364	Approved	ABITRAM	FLJ20457	FAM206A
HGNC:1364	Approved	ABITRAM	Simiate	C9orf6
HGNC:1364	Approved	ABITRAM	Simiate	FAM206A
HGNC:39851	Approved	ABITRAMP1		FAM206BP
HGNC:76	Approved	ABL1	JTK7	ABL
HGNC:76	Approved	ABL1	c-ABL	ABL
HGNC:76	Approved	ABL1	p150	ABL
HGNC:77	Approved	ABL2	ARG	ABLL
HGNC:78	Approved	ABLIM1	abLIM	LIMAB1
HGNC:78	Approved	ABLIM1	abLIM	ABLIM
HGNC:78	Approved	ABLIM1	limatin	LIMAB1
HGNC:78	Approved	ABLIM1	limatin	ABLIM
HGNC:19195	Approved	ABLIM2	KIAA1808	
HGNC:29132	Approved	ABLIM3	KIAA0843	
HGNC:79	Approved	ABO	A3GALNT	
HGNC:79	Approved	ABO	A3GALT1	
HGNC:81	Approved	ABR	MDB	
HGNC:55674	Approved	ABR-AS1		
HGNC:30655	Approved	ABRA	STARS	
HGNC:21230	Approved	ABRACL	PRO2013	C6orf115
HGNC:21230	Approved	ABRACL	HSPC280	C6orf115
HGNC:21230	Approved	ABRACL	Costars	C6orf115
HGNC:25829	Approved	ABRAXAS1	FLJ13614	CCDC98
HGNC:25829	Approved	ABRAXAS1	FLJ13614	FAM175A
HGNC:25829	Approved	ABRAXAS1	ABRA1	CCDC98
HGNC:25829	Approved	ABRAXAS1	ABRA1	FAM175A
HGNC:25829	Approved	ABRAXAS1	ABRAXAS	CCDC98
HGNC:25829	Approved	ABRAXAS1	ABRAXAS	FAM175A
HGNC:28975	Approved	ABRAXAS2	Em:AC068896.4	KIAA0157
HGNC:28975	Approved	ABRAXAS2	Em:AC068896.4	FAM175B
HGNC:28975	Approved	ABRAXAS2	ABRO1	KIAA0157
HGNC:28975	Approved	ABRAXAS2	ABRO1	FAM175B
HGNC:17369	Approved	ABT1	Esf2	
HGNC:39557	Approved	ABT1P1		
HGNC:18275	Approved	ABTB1	BPOZ	
HGNC:18275	Approved	ABTB1	EF1ABP	
HGNC:18275	Approved	ABTB1	Btb3	
HGNC:18275	Approved	ABTB1	BTBD21	
HGNC:23842	Approved	ABTB2	DKFZP586C1619	
HGNC:23842	Approved	ABTB2	BTBD22	
HGNC:23842	Approved	ABTB2	ABTB2A	
HGNC:82	Approved	ACAA1		
HGNC:83	Approved	ACAA2	DSAEC	
HGNC:55880	Approved	ACAA2P1		
HGNC:84	Approved	ACACA	ACC1	ACAC
HGNC:84	Approved	ACACA	ACC1	ACC
HGNC:84	Approved	ACACA	ACC-alpha	ACAC
HGNC:84	Approved	ACACA	ACC-alpha	ACC
HGNC:84	Approved	ACACA	ACCA	ACAC
HGNC:84	Approved	ACACA	ACCA	ACC
HGNC:84	Approved	ACACA	ACCalpha	ACAC
HGNC:84	Approved	ACACA	ACCalpha	ACC
HGNC:84	Approved	ACACA	ACACalpha	ACAC
HGNC:84	Approved	ACACA	ACACalpha	ACC
HGNC:84	Approved	ACACA	Acac1	ACAC
HGNC:84	Approved	ACACA	Acac1	ACC
HGNC:84	Approved	ACACA	hACC1	ACAC
HGNC:84	Approved	ACACA	hACC1	ACC
HGNC:85	Approved	ACACB	HACC275	
HGNC:85	Approved	ACACB	ACC2	
HGNC:85	Approved	ACACB	ACCB	
HGNC:85	Approved	ACACB	ACC-beta	
HGNC:85	Approved	ACACB	ACCbeta	
HGNC:85	Approved	ACACB	ACACbeta	
HGNC:86	Entry Withdrawn	ACAD		
HGNC:87	Approved	ACAD8		
HGNC:21497	Approved	ACAD9	NPD002	
HGNC:21497	Approved	ACAD9	MGC14452	
HGNC:56086	Approved	ACAD9-DT		
HGNC:21597	Approved	ACAD10	MGC5601	
HGNC:30211	Approved	ACAD11	FLJ12592	
HGNC:88	Approved	ACADL	LCAD	
HGNC:88	Approved	ACADL	ACAD4	
HGNC:89	Approved	ACADM	MCAD	
HGNC:89	Approved	ACADM	MCADH	
HGNC:89	Approved	ACADM	ACAD1	
HGNC:90	Approved	ACADS	SCAD	
HGNC:90	Approved	ACADS	ACAD3	
HGNC:91	Approved	ACADSB	SBCAD	
HGNC:91	Approved	ACADSB	ACAD7	
HGNC:92	Approved	ACADVL	VLCAD	
HGNC:92	Approved	ACADVL	LCACD	
HGNC:92	Approved	ACADVL	ACAD6	
HGNC:319	Approved	ACAN	CSPGCP	MSK16
HGNC:319	Approved	ACAN	CSPGCP	CSPG1
HGNC:319	Approved	ACAN	CSPGCP	AGC1
HGNC:16467	Approved	ACAP1	KIAA0050	CENTB1
HGNC:16469	Approved	ACAP2	KIAA0041	CENTB2
HGNC:16469	Approved	ACAP2	CNT-B2	CENTB2
HGNC:41426	Approved	ACAP2-IT1		
HGNC:16754	Approved	ACAP3	KIAA1716	CENTB5
HGNC:93	Approved	ACAT1	THIL	ACAT
HGNC:94	Approved	ACAT2		
HGNC:15453	Approved	ACBD3	GCP60	GOLPH1
HGNC:15453	Approved	ACBD3	GCP60	GOCAP1
HGNC:15453	Approved	ACBD3	PAP7	GOLPH1
HGNC:15453	Approved	ACBD3	PAP7	GOCAP1
HGNC:40701	Approved	ACBD3-AS1	RP11-275I14.4	
HGNC:23337	Approved	ACBD4	FLJ13322	
HGNC:23338	Approved	ACBD5	DKFZp434A2417	
HGNC:23338	Approved	ACBD5	KIAA1996	
HGNC:23339	Approved	ACBD6	MGC2404	
HGNC:17715	Approved	ACBD7	FLJ38219	
HGNC:17715	Approved	ACBD7	bA455B2.2	
HGNC:23989	Approved	ACCS	PHACS	
HGNC:23989	Approved	ACCS	ACS	
HGNC:34391	Approved	ACCSL		
HGNC:25070	Approved	ACD	Ptop	
HGNC:25070	Approved	ACD	Pip1	
HGNC:25070	Approved	ACD	Tpp1	
HGNC:25070	Approved	ACD	Tint1	
HGNC:2707	Approved	ACE	ACE1	DCP1
HGNC:2707	Approved	ACE	CD143	DCP1
HGNC:13557	Approved	ACE2	ACEH	
HGNC:44365	Approved	ACE3P		
HGNC:18356	Approved	ACER1		ASAH3
HGNC:23675	Approved	ACER2	FLJ41587	ASAH3L
HGNC:23675	Approved	ACER2	ALKCDase2	ASAH3L
HGNC:54674	Approved	ACER2P1		
HGNC:16066	Approved	ACER3	FLJ11238	PHCA
HGNC:16066	Approved	ACER3	APHC	PHCA
HGNC:108	Approved	ACHE		YT
HGNC:17066	Approved	ACIN1	KIAA0670	ACINUS
HGNC:17066	Approved	ACIN1	fSAP152	ACINUS
HGNC:4035	Approved	ACKR1	CCBP1	FY
HGNC:4035	Approved	ACKR1	CCBP1	DARC
HGNC:4035	Approved	ACKR1	GPD	FY
HGNC:4035	Approved	ACKR1	GPD	DARC
HGNC:4035	Approved	ACKR1	Dfy	FY
HGNC:4035	Approved	ACKR1	Dfy	DARC
HGNC:4035	Approved	ACKR1	CD234	FY
HGNC:4035	Approved	ACKR1	CD234	DARC
HGNC:1565	Approved	ACKR2	CCR10	CMKBR9
HGNC:1565	Approved	ACKR2	CCR10	CCBP2
HGNC:1565	Approved	ACKR2	D6	CMKBR9
HGNC:1565	Approved	ACKR2	D6	CCBP2
HGNC:1565	Approved	ACKR2	CCR9	CMKBR9
HGNC:1565	Approved	ACKR2	CCR9	CCBP2
HGNC:23692	Approved	ACKR3	RDC1	CMKOR1
HGNC:23692	Approved	ACKR3	RDC1	CXCR7
HGNC:23692	Approved	ACKR3	GPR159	CMKOR1
HGNC:23692	Approved	ACKR3	GPR159	CXCR7
HGNC:1611	Approved	ACKR4	CCR11	CCRL1
HGNC:1611	Approved	ACKR4	CCBP2	CCRL1
HGNC:1611	Approved	ACKR4	VSHK1	CCRL1
HGNC:1611	Approved	ACKR4	CCX-CKR	CCRL1
HGNC:1611	Approved	ACKR4	PPR1	CCRL1
HGNC:21142	Approved	ACKR4P1	dJ509I19.4	CCRL1P
HGNC:21142	Approved	ACKR4P1	dJ509I19.4	CCRL1P1
HGNC:114	Entry Withdrawn	ACLS		
HGNC:115	Approved	ACLY	ATPCL	
HGNC:115	Approved	ACLY	CLATP	
HGNC:115	Approved	ACLY	ACL	
HGNC:116	Entry Withdrawn	ACMG		
HGNC:19288	Approved	ACMSD		
HGNC:34504	Approved	ACNATP		BAATP1
HGNC:117	Approved	ACO1	IRP1	IREB1
HGNC:117	Approved	ACO1	IREBP	IREB1
HGNC:118	Approved	ACO2	ACONM	
HGNC:33904	Approved	ACOD1	CAD	IRG1
HGNC:33128	Approved	ACOT1	ACH2	
HGNC:33128	Approved	ACOT1	CTE-1	
HGNC:33128	Approved	ACOT1	LACH2	
HGNC:18431	Approved	ACOT2	Mte1	
HGNC:18431	Approved	ACOT2	ZAP128	
HGNC:19748	Approved	ACOT4	FLJ31235	
HGNC:19748	Approved	ACOT4	PTE-Ib	
HGNC:19748	Approved	ACOT4	PTE2B	
HGNC:33159	Approved	ACOT6		C14orf42
HGNC:24157	Approved	ACOT7	BACH	
HGNC:24157	Approved	ACOT7	ACH1	
HGNC:24157	Approved	ACOT7	ACT	
HGNC:24157	Approved	ACOT7	CTE-II	
HGNC:24157	Approved	ACOT7	LACH1	
HGNC:24157	Approved	ACOT7	MGC1126	
HGNC:24157	Approved	ACOT7	hBACH	
HGNC:15919	Approved	ACOT8	hACTE-III	PTE1
HGNC:15919	Approved	ACOT8	hTE	PTE1
HGNC:15919	Approved	ACOT8	PTE-2	PTE1
HGNC:15919	Approved	ACOT8	NAP1	PTE1
HGNC:17152	Approved	ACOT9	CGI-16	
HGNC:17152	Approved	ACOT9	MT-ACT48	
HGNC:17152	Approved	ACOT9	ACATE2	
HGNC:18156	Approved	ACOT11	STARD14	THEA
HGNC:18156	Approved	ACOT11	BFIT	THEA
HGNC:18156	Approved	ACOT11	KIAA0707	THEA
HGNC:18156	Approved	ACOT11	BFIT1	THEA
HGNC:18156	Approved	ACOT11	THEM1	THEA
HGNC:24436	Approved	ACOT12	Cach	
HGNC:24436	Approved	ACOT12	THEAL	
HGNC:24436	Approved	ACOT12	STARD15	
HGNC:20999	Approved	ACOT13	HT012	THEM2
